행정동코드,읍면동명,시군구명,추정소득 k=35,소득분위
1171063100,가락1동,송파구,0.7642220216965707,2
1171063200,가락2동,송파구,0.43209213430068705,3
1171062000,가락본동,송파구,0.07953894472455715,5
1153059500,가리봉동,구로구,-1.031634219917717,10
1154551000,가산동,금천구,0.023418054858610586,5
1150060300,가양제1동,강서구,-0.03600914271371263,5
1150060400,가양제2동,강서구,-0.3592543581443631,7
1150060500,가양제3동,강서구,0.3719157587330939,3
1111060000,가회동,종로구,-0.29722117322083835,7
1138055100,갈현제1동,은평구,-0.2867622727645527,7
1138055200,갈현제2동,은평구,-0.7904424810190852,10
1174051500,강일동,강동구,-0.10578233824778856,6
1153074000,개봉제1동,구로구,-0.6185330591387656,9
1153075000,개봉제2동,구로구,-0.29188420524430025,7
1153076000,개봉제3동,구로구,-0.43419874663040575,8
1168066000,개포1동,강남구,3.90175652581586,1
1168067000,개포2동,강남구,2.9882767204654406,1
1168069000,개포4동,강남구,0.9379255547399706,2
1171053100,거여1동,송파구,0.267471579360345,4
1171053200,거여2동,송파구,-0.188311704998654,6
1174055000,고덕제1동,강동구,1.2085562891419492,2
1174056000,고덕제2동,강동구,1.99853110572613,1
1153072000,고척제1동,구로구,-0.546443773056575,9
1153073000,고척제2동,구로구,-0.5807606694782844,9
1144056500,공덕동,마포구,0.6702889428307932,2
1135059500,공릉1동,노원구,-0.6490148196246496,9
1135060000,공릉2동,노원구,-0.4018434645493742,8
1150062000,공항동,강서구,-0.17062163700329094,6
1121581000,광장동,광진구,0.5534390541804455,3
1114059000,광희동,중구,0.25602760883071196,4
1111058000,교남동,종로구,2.2399586004591874,1
1153052000,구로제1동,구로구,-0.42563040468405156,8
1153053000,구로제2동,구로구,-0.25100345292533466,7
1153054000,구로제3동,구로구,-0.38399712605006936,7
1153055000,구로제4동,구로구,-0.5850917592431754,9
1153056000,구로제5동,구로구,-0.5905680620773683,9
1138056000,구산동,은평구,-0.9398149311856979,10
1121585000,구의제1동,광진구,-0.008890481278600832,5
1121586000,구의제2동,광진구,-0.19793309067565676,6
1121587000,구의제3동,광진구,-0.10802124842180143,6
1121573000,군자동,광진구,-0.22513723214768322,6
1120059000,금호1가동,성동구,0.1984402343874349,4
1120061500,금호2.3가동,성동구,0.35202819329101875,4
1120062000,금호4가동,성동구,1.0818671198563163,2
1174068500,길동,강동구,-0.5722709968753474,9
1129066000,길음제1동,성북구,-0.09912856584031397,6
1129068500,길음제2동,성북구,-0.4818037269751308,8
1162058500,낙성대동,관악구,-0.22318520163635777,6
1162077500,난곡동,관악구,-0.4799859741332275,8
1162071500,난향동,관악구,-0.3874552192994394,8
1141069000,남가좌제1동,서대문구,0.058919234770608626,5
1141070000,남가좌제2동,서대문구,0.6936747666733872,2
1117053000,남영동,용산구,0.3995433509797773,3
1162063000,남현동,관악구,-0.30438400588382336,7
1165066000,내곡동,서초구,0.9378682422007978,2
1159051000,노량진제1동,동작구,1.1650932996680383,2
1159052000,노량진제2동,동작구,0.9585387542158218,2
1138051000,녹번동,은평구,0.4250535353238718,3
1168052100,논현1동,강남구,0.3100255346003982,4
1168053100,논현2동,강남구,1.095671257630303,2
1121578000,능동,광진구,-0.3338345229714575,7
1114062500,다산동,중구,0.07735425462854281,5
1123060000,답십리제1동,동대문구,-0.12933222126425847,6
1123061000,답십리제2동,동대문구,-0.15682333001775908,6
1156055000,당산제1동,영등포구,0.16928350653287622,4
1156056000,당산제2동,영등포구,0.5138632077403726,3
1156070000,대림제1동,영등포구,0.2027806102120846,4
1156071000,대림제2동,영등포구,0.04920292697753415,5
