행정동,구,위도,경도,추정소득 k=5,추정소득 k=10,추정소득 k=15,추정소득 k=20,추정소득 k=25,추정소득 k=30,추정소득 k=35,추정소득 k=40,추정소득 k=45,추정소득 k=50,추정소득 k=1,추정소득 k=2,추정소득 k=3,추정소득 k=4,추정소득 k=6,추정소득 k=7,추정소득 k=8,추정소득 k=9,추정소득 k=11,추정소득 k=12,추정소득 k=13,추정소득 k=14,추정소득 k=16,추정소득 k=17,추정소득 k=18,추정소득 k=19,추정소득 k=21,추정소득 k=22,추정소득 k=23,추정소득 k=24,추정소득 k=26,추정소득 k=27,추정소득 k=28,추정소득 k=29,추정소득 k=31,추정소득 k=32,추정소득 k=33,추정소득 k=34,추정소득 k=36,추정소득 k=37,추정소득 k=38,추정소득 k=39,추정소득 k=41,추정소득 k=42,추정소득 k=43,추정소득 k=44,추정소득 k=46,추정소득 k=47,추정소득 k=48,추정소득 k=49,추정소득 k=51,추정소득 k=52,추정소득 k=53,추정소득 k=54,추정소득 k=55,추정소득 k=56,추정소득 k=57,추정소득 k=58,추정소득 k=59,추정소득 k=60,추정소득 k=61,추정소득 k=62,추정소득 k=63,추정소득 k=64,추정소득 k=65,추정소득 k=66,추정소득 k=67,추정소득 k=68,추정소득 k=69
명동,중구,37.559785,126.98675559999998,-0.025529227202298242,0.09568821293282723,0.12721724723303376,0.1498382509854405,0.17506508722129957,0.18901403978303397,0.18479204744099217,0.2372487712829691,0.23706167512289064,0.30648560429121224,-0.44531078942003754,-0.29105450539373207,-0.18994100401578795,-0.0822298953078567,0.038711840380868064,0.06505928876633375,0.04066689461294756,0.07026459410144764,0.12466922827112335,0.11331581567250305,0.11200536012598111,0.11601790377563079,0.10711749705450785,0.1261871580124527,0.11825641244587214,0.1443064955150534,0.1415814182787745,0.1458534537587557,0.15867535599462249,0.1677180790532721,0.18309659171975548,0.20109316905765817,0.1969218551850808,0.19262499354708712,0.18215696637537004,0.18506422095646524,0.19835705619690067,0.18737818211981347,0.19835242457321542,0.19429819260633965,0.1932187555459646,0.1958129821347755,0.2549014991456758,0.24933510825070995,0.24749840152878919,0.23841811869891022,0.25472489551367483,0.27606718025722693,0.293196559268404,0.3090845807723185,0.3049715774099399,0.3017075195592216,0.3003407783099216,0.2986490799163526,0.3182310143229634,0.31590393896408697,0.31350449717027845,0.3117932456113519,0.30880082736662706,0.3097056569104397,0.30583814297109496,0.3196192828006779,0.33275207089096054,0.331570210702937,0.33422829102225016,0.3364009386131103,0.3366743053038797,0.3335829409856418,0.333364113016464
명일제1동,강동구,37.5529723,127.14743729999999,0.3336010496157903,0.44010131655357076,0.4067642977175596,0.4076442380214468,0.409731741049861,0.43202137345119856,0.4355726759918255,0.44364355861725624,0.45250089525642967,0.46803558030371484,0.27453314631414855,0.3652864504163215,0.3900758272668208,0.29731685441152544,0.35251793920102803,0.4008542406516943,0.3901698324601178,0.4173939418410431,0.4257816850540676,0.40222753701134484,0.4063669383580486,0.41620937996066043,0.4135679168473169,0.42851509051282805,0.4212663536378856,0.403902469999794,0.41870057206458666,0.4231061007795453,0.41842231270735125,0.4143856541451108,0.4241143960146523,0.4272277294079718,0.43166353818908904,0.43704674886196376,0.42724075346493295,0.4294179476267928,0.43184964493707667,0.4325611187482947,0.43638946615621294,0.4393360597312144,0.4337620525123591,0.4386431003998797,0.44576244294640777,0.4404531710987823,0.45167272180119544,0.45005071013157444,0.45067591640548593,0.4526916081507153,0.4540026622266103,0.46262484240388724,0.46955279301209824,0.47308446887848515,0.47543283874015624,0.476728775586288,0.4778421727987532,0.4827259710274694,0.4912623261268458,0.4993443091180044,0.503307316376941,0.5038601287879918,0.5124792066799609,0.5103454397801817,0.5026363563081309,0.49536955583144493,0.49450334588730205,0.49392056419989594,0.4846213082597321,0.48408963875064853,0.4849602399396915
명일제2동,강동구,37.549477949999996,127.15185430000001,0.06279204669436766,0.26140762931386974,0.16673657949499768,0.14907948419591394,0.18010166155288165,0.21662152809469318,0.27637411609442836,0.29976446165901827,0.28584939916713836,0.28051742067387675,0.1607144385143684,0.08371838023330494,0.02494024204166573,0.029431757905504244,0.07693774666361947,0.14418468550064123,0.21191556979861514,0.25301266392648825,0.26097348169071166,0.21804867269909148,0.19353159559875427,0.17499016134736073,0.14401380008675924,0.13079097073969867,0.11547496024596465,0.11378955471961139,0.15264107013637512,0.1483517088913839,0.15507386591736008,0.16969116230205394,0.1785463105442302,0.17636839523592768,0.188982001521423,0.19342468642240512,0.23690843814873153,0.26136024902770366,0.2679809288346484,0.272332083943108,0.28833541912477,0.2931675334547492,0.2944911201278291,0.2963743249820513,0.3006222240122194,0.28952101269719577,0.28366466999525314,0.28227626677085715,0.28485143416406195,0.2844893527100489,0.286244673256845,0.28419425590968705,0.2799127953453449,0.2759703077939982,0.274854813470393,0.2785113958180363,0.2798453412441687,0.2774662229481651,0.27934537178670105,0.28087140843882064,0.2823374314770839,0.28485923120648393,0.2840210821960287,0.28194123198713256,0.28477828028494945,0.28617602475599047,0.28434597289031466,0.2875312899160547,0.2872660204686354,0.28781963083648876,0.28830037477546916
목1동,양천구,37.525231250000004,126.8701408,0.25086272544166066,0.5801486168359214,0.6641130436283905,0.7178438665567682,0.8375496863137748,0.7405471627351154,0.7365580372646978,0.7203132236179426,0.7345527391563064,0.7723852404521803,-0.0673884495788975,0.315433427425038,0.27777151333781036,0.28782476627567527,0.33700736895839567,0.45065124298457837,0.522568525068247,0.5243203683760514,0.6056710218526125,0.6357297119026547,0.6598541006149048,0.6617819026170157,0.6535216940204047,0.660972554301136,0.6893828064579095,0.706477848745904,0.7526716766243073,0.7773596622872216,0.7951913268411397,0.8200869308509922,0.8221113771243399,0.7842991360569802,0.7592886707283597,0.7533892792015352,0.7344063128983157,0.7350499561178876,0.7362155502047403,0.7403954121561707,0.7369502036951394,0.7403531341758336,0.7355937737076046,0.7272703991117329,0.7159820119008374,0.7104307255678202,0.7087503538881746,0.7069368799968896,0.7360897014865081,0.7410721109400935,0.7442828304282818,0.7614854801105048,0.7834604501896475,0.7838483130016483,0.788751644475417,0.7922387344046765,0.7999595005550273,0.7964392697788241,0.802089702786607,0.8102046424533009,0.8078984892315357,0.8091920984793974,0.8079845192012379,0.8066699408798393,0.8039972734359595,0.8048086832526204,0.803103152768792,0.8096343365205352,0.806000744890415,0.807866081691645,0.8184021196210178
목2동,양천구,37.5436699,126.8739855,-0.42418999059600493,-0.4561370343450788,-0.46423284999954456,-0.49638397011549085,-0.45246270212994316,-0.46698822959561515,-0.43646622841376675,-0.4262120516378872,-0.44242044727862323,-0.44340769949361786,-0.3500160411763645,-0.3567349222023519,-0.41059063298621007,-0.451511908809352,-0.41681177436401634,-0.4393066260661252,-0.45068059611742095,-0.4643158956285002,-0.4578702634655597,-0.4617495227863033,-0.4549177658347391,-0.46022178890458904,-0.45645952285663094,-0.4683092255565723,-0.47246721229904004,-0.4862934561965639,-0.5192718431490908,-0.4985644013296874,-0.48509981197161683,-0.4696935011377364,-0.4525501211925193,-0.4578950086009405,-0.46033171899089836,-0.46392900035144674,-0.46580950821808725,-0.46105865961984094,-0.46086705168460096,-0.45444628106787405,-0.43044809771576564,-0.4222155732774273,-0.4128707996353754,-0.4176948261269048,-0.42857337353463915,-0.43266193605813347,-0.43898892437817777,-0.4398247023389556,-0.4504349032404157,-0.4485544992447503,-0.44592965942210405,-0.4389852499781049,-0.4514237090498603,-0.45749764566520923,-0.4644401970518431,-0.4576646676529626,-0.45945425395316297,-0.4610532838291804,-0.46578466328838863,-0.4688612058212045,-0.47134138550411153,-0.46933961227477744,-0.47075284321780986,-0.4695428199459806,-0.4677537548018326,-0.47155063713311185,-0.4773920851063696,-0.47999173444164095,-0.48159621000045616,-0.4819979510211218,-0.4842232549473518
목4동,양천구,37.5365297,126.870051,0.5654798231225661,0.18744698679220026,0.12653860287880134,0.21679331839263666,0.25163498204997325,0.2721570162215767,0.2736006471378672,0.24363323383976337,0.22832991083508217,0.1317515132273043,0.5907991271987021,0.5292208898669712,0.6251941786812902,0.5316894318069494,0.4303014804140033,0.3681138509401586,0.2972642121984192,0.21992657540507243,0.18871165917405672,0.1724552988228822,0.16429267159568323,0.15130957441018206,0.15201829769393221,0.19966032888097904,0.20900064680185565,0.2035907218588154,0.22873852478037968,0.24534712277072535,0.25501214580396514,0.24783491413782346,0.2537882160416456,0.25882544285809284,0.26392212426036676,0.2685053906412971,0.27996577923596866,0.28596583658290686,0.29622678034725797,0.28344158529186775,0.26495860454997977,0.25684715443730827,0.2520047405077128,0.24771166016517462,0.2512066156629463,0.25953737759321927,0.2603825521561076,0.24384362922403857,0.2077979291354767,0.18751074436291185,0.16868466120229345,0.14940340062438445,0.11342178948453832,0.09501272089991432,0.07672830788365277,0.06527526780329751,0.05028267963930879,0.03782270806330928,0.03687462113703335,0.03350766497375471,0.0381351922530374,0.03812820762944522,0.03329870730898799,0.027527397075484093,0.027105417542428997,0.024666425179929594,0.02408305293910742,0.03111363943537987,0.024393576982912772,0.01503561576382257,0.022923596400135405
목5동,양천구,37.538111825,126.8790822,0.5809730708795101,0.6756911341568337,0.6838859601260734,0.7311896922860069,0.6972415212366154,0.74170762830905,0.7700201423505024,0.7469489458783324,0.7205830031205712,0.7182009973519731,0.5361893579367297,0.4858771495526691,0.4324380296480109,0.5122547399969548,0.5926274001218382,0.6380394326788585,0.6641516058675165,0.6742895813105205,0.6632288767886064,0.6653202256650209,0.6675027302448194,0.6781514819466512,0.6804062648728089,0.6961180357662388,0.7099377777531475,0.7228636110555036,0.7384599488932593,0.731881199947032,0.7170030800798662,0.7044198109075361,0.7012866122961302,0.7014691736334107,0.7127128209285638,0.7219014713470366,0.744564586629394,0.739206959342163,0.74969578249677,0.7622029054242286,0.7678333095590337,0.7674911205147895,0.7609162085367657,0.7569765869311506,0.741029158114796,0.7332076901725672,0.7314642886376708,0.727211973748914,0.7170202178248665,0.710146903564466,0.7144524352222825,0.7165224020517484,0.7158665858838722,0.7182913090241662,0.7106239686464201,0.7140526099680504,0.7115432844417551,0.7134743311490125,0.7083564856486058,0.7065793460683767,0.7047229842143321,0.6953060505036264,0.6862978960676336,0.6762123164681219,0.6680220864993232,0.6570524245821352,0.6509281216916283,0.6420521337937509,0.6355857174239877,0.6321351163933947,0.6263760523553371
무악동,종로구,37.5742165,126.9599719,-0.12317224416553489,-0.12794203884580843,-0.0645692502073954,-0.04881459419532205,-0.015197506068758759,-0.0331509824201546,-0.035633957520982064,0.0016028113171796241,0.04588442898866512,0.04881469411506798,-0.06883693675890598,-0.13831907609745486,-0.2106041963117946,-0.13950859494329326,-0.10844970522717257,-0.12031452890362405,-0.13060018874382825,-0.11521590232782672,-0.11959874931601201,-0.11738346663594657,-0.1182158056067162,-0.06253738542540747,-0.06605389425746214,-0.05936021181598354,-0.05079068233605968,-0.053678528736306734,-0.03095339115943153,-0.03275812017457861,-0.019558467152802485,-0.006579072313656252,-0.02593957682054126,-0.03146484785398736,-0.03408199123499262,-0.034900779159803275,-0.03583883356431231,-0.037992146969244266,-0.036421571615964245,-0.035326211104317044,-0.03439141730450743,-0.029977949691232086,-0.022068021825175078,-0.008879552833469157,0.01102455647744398,0.023186646407159728,0.030009723705998217,0.038665961653751864,0.04244254852719429,0.03906133753961476,0.03355715881020979,0.03959188778032086,0.045142854793346586,0.05250567049429847,0.06211890577845142,0.07444423560938379,0.08398207604361986,0.09542936988320003,0.09086997479145173,0.09975261596250451,0.10420799266047014,0.1140188844899229,0.11809715230816734,0.1305586515798824,0.14096443170718467,0.15116953990497847,0.15766624141094046,0.1668110113851077,0.17517370760471818,0.1836388774772983,0.1948823561988127
묵제1동,중랑구,37.6177489,127.0868129,-0.481123489005512,-0.45302598634080127,-0.393431406531861,-0.3549926147109922,-0.33025508158860717,-0.360956161786112,-0.3460219543445199,-0.3363801403504579,-0.31907375651023784,-0.310387659689081,-0.5042673604466299,-0.4792656135651575,-0.49009970388046226,-0.47971282684949007,-0.44747818059015637,-0.4596388224457005,-0.45896695297544854,-0.44010977345217284,-0.4478351200637815,-0.42954921038575217,-0.4192699995689785,-0.40277766362277506,-0.38111586098881906,-0.3731629265779914,-0.3672974393589562,-0.35818945303039906,-0.3461055303209203,-0.3457941803531017,-0.34121235843379377,-0.3344637039568645,-0.3363444670414251,-0.3434898240890798,-0.34867158406310805,-0.35515226711225023,-0.35783662722476944,-0.3541307589834649,-0.3498918601240129,-0.3476181144148258,-0.34555620928706987,-0.342412748083377,-0.34057119687837395,-0.3365628328651792,-0.3347428427751001,-0.32963781207552917,-0.3249774247534133,-0.32204413060542214,-0.31623252911484423,-0.3158542049259476,-0.31550834724037696,-0.3119791038727773,-0.30757111298040785,-0.3082765950462694,-0.30404945198573397,-0.3008696403873817,-0.2978782344973428,-0.29617647343031045,-0.29512793153589256,-0.29259728424590875,-0.29180607563165184,-0.2887480323896499,-0.2877726243955643,-0.28552387865881057,-0.28304320054080634,-0.279875410622791,-0.27785194874731467,-0.27597908443456776,-0.27460991900067544,-0.27283981584045985,-0.271483364175924
묵제2동,중랑구,37.6078012,127.07473075,-0.8018270911114032,-0.6355685430495817,-0.5912861725334491,-0.5407834836379686,-0.5362227705852046,-0.5380839829534645,-0.5434398176604183,-0.5651162021817979,-0.5697304938720137,-0.5790454054367961,-0.8168213629647261,-0.8548212313764532,-0.8390445927483416,-0.8324797153776171,-0.7490000678742568,-0.709366092292063,-0.6771500756580484,-0.6578079206250644,-0.6353536439284473,-0.6135943757921524,-0.6046781346302849,-0.5984863715849709,-0.5755309535595534,-0.5776033685348457,-0.5640270524044076,-0.5519240846186466,-0.5349553215606632,-0.541841106954719,-0.5347365164190582,-0.5354825317460523,-0.5356814121125051,-0.5359142156194381,-0.543005727423522,-0.5428539538273855,-0.5444566921323443,-0.545091040416403,-0.5456890285082564,-0.547166767114187,-0.545723880772528,-0.5486868874038298,-0.5539727749081769,-0.5589008672146308,-0.5694509640072963,-0.5701869308198524,-0.5702697773087602,-0.5702842076817427,-0.5700242752603761,-0.5689030349948333,-0.5727208598718044,-0.5761319307766273,-0.5797834522063123,-0.5785483477526523,-0.579824165847614,-0.5816318640577174,-0.5845443435423722,-0.5857700523558479,-0.5874779217179317,-0.5858846691851278,-0.5842460479022217,-0.5870603097545888,-0.5858289061682569,-0.586921405287476,-0.5860468471223776,-0.5885053792043429,-0.5904739351408311,-0.5917379775946524,-0.5925722132896487,-0.5954819997756782,-0.5964080106624419
문래동,영등포구,37.51729783333334,126.89313706666667,0.1376241959740633,0.07267024682622382,0.014756718462545096,0.1278279608499789,0.19607664667273703,0.23836107318225422,0.2338380952670384,0.23813794377505904,0.2268664404365295,0.2067455003110823,0.08511428641503559,0.14680279471810875,0.1342605690588391,0.07890491594324443,0.16421342977778158,0.1389588432639611,0.13137547627703486,0.09130101758386588,0.055165940827362224,0.03208229012436586,0.017542947748039165,0.017177368213673272,0.054396961370854285,0.08557471534864329,0.11107827764200169,0.12575469682036447,0.14079598821673314,0.15802370428961407,0.17708274612378616,0.17698055163113668,0.2074846324072551,0.20568171252009426,0.22131233181168106,0.22858226586486874,0.24510400703140722,0.24065983039652164,0.23879853953196337,0.23511423079071836,0.24406787809140196,0.2375686642426864,0.23065584605068543,0.22960551981652047,0.24617880403087966,0.2444072753832982,0.23812660473765668,0.2336678082077623,0.22674911229110162,0.22074194899830404,0.21471401072372207,0.2100248890313071,0.20856919764597284,0.20309108638742931,0.19952895349861044,0.20173757567087805,0.2034338052799051,0.2113640022122122,0.2166662936586082,0.21912457165420215,0.21943429839680348,0.22466480269173683,0.22950541528184076,0.23240254726644868,0.2328322855159161,0.24007405377136068,0.23863371138827483,0.24656449399080851,0.25213682038964014,0.2580391319463854,0.25400246763268247
문정1동,송파구,37.48907310000001,127.1290119,-0.04001276353636733,0.047209494848208355,0.07414875803531293,0.052889566690903125,0.08008225566064629,0.10487073356967407,0.12295729536870674,0.18125914102497948,0.20147187711615833,0.2312718835548245,-0.26792175533838775,-0.2083118658785792,-0.09525451850679871,-0.04821715247279379,-0.028790863244273688,-0.028085192611864335,-0.0039027907549290287,0.024492923469036188,0.08932794825402372,0.10094474798254068,0.11500205813451271,0.09519519580083911,0.06906476017118955,0.06457887970284537,0.056756558619111,0.06065674902004002,0.0900229425665537,0.1504797320269491,0.09604807770618953,0.11957859031400103,0.12430235212830347,0.12084557461786781,0.10558792238412752,0.11448941264822339,0.10943913926206336,0.13542696255733302,0.1340179032368205,0.12114289274056737,0.1201682852875334,0.17876340309613867,0.19875420960457033,0.16831014320435458,0.16810328001472408,0.21212806910481796,0.20369199787664946,0.19761720544745529,0.19670891133390364,0.2111371607799249,0.2077806824572962,0.2122986161966531,0.23230046237215235,0.23608621185895295,0.2362801446512892,0.2401569471379722,0.23576639159041096,0.236569495722148,0.23792128011206048,0.2426381485914686,0.24635776509294474,0.25050232915258464,0.25225066965087306,0.25230947589847513,0.25616220816471114,0.25989454254762717,0.276373552715729,0.259634072870785,0.24729098560214022,0.24572783243750831,0.2807957381728487
문정2동,송파구,37.489441,127.11102930000001,0.9844524539498568,1.1014898028203093,1.1323364006548933,1.225013665793113,1.1979942607055314,1.1960743431794532,1.2381629608093854,1.2641820740035001,1.3222078656718912,1.336125882389293,0.8987309059716156,0.5845479416027322,0.6697327253316708,0.7853544453920831,0.9628589487200986,0.9422160302940437,0.9188918589646946,1.0196822225010895,1.0965824575722947,1.1418450160139566,1.190856441796583,1.1637275487518983,1.1254463646731998,1.163890316821135,1.1929392030333947,1.1915268158087837,1.1966843481331741,1.1983747107703355,1.1847113644254592,1.1737088345607223,1.2213161369501548,1.2073225735433581,1.2102675288621059,1.198769033531394,1.2163946911669625,1.2119476333046466,1.2156924034083885,1.2167254046683467,1.2408674631960173,1.2345378557882587,1.231469183872072,1.2485709294806056,1.2773117634421995,1.2892565679123398,1.3011924463560105,1.3120515623749216,1.3335687764754134,1.3445864653341346,1.335602248704362,1.3456487660359162,1.3272629777314278,1.3382102762404098,1.3483368504192714,1.3580531441225518,1.3542551183324971,1.363728591314014,1.3730758528733904,1.3595757823496046,1.3647228320344764,1.3728341207144903,1.3775950648627284,1.3822024301674753,1.3829304259570263,1.3909185743204828,1.3781756454832843,1.3680329813280367,1.3717371846513118,1.3638141625368978,1.358984491847898
미성동,관악구,37.4777278,126.91502255,-0.633595709304183,-0.6078703106099819,-0.5965308886059231,-0.554349062969843,-0.5220128377957802,-0.48206643526729287,-0.42086073791211426,-0.4132241990136212,-0.418446871381009,-0.4007933011253847,-0.8097142340496398,-0.777293922497948,-0.7579939676443015,-0.6780676062673598,-0.5858057650453313,-0.5789666468910438,-0.5668402251582756,-0.6048997578472807,-0.6068511783704633,-0.6144184633053815,-0.6165674753330201,-0.6167368557376129,-0.5869361398333379,-0.5568010175964844,-0.5626924030630882,-0.5602096244200909,-0.5340543853974682,-0.5257135880136639,-0.523744511449802,-0.5294072792267566,-0.5181896559045979,-0.5078449917235942,-0.4962811652632875,-0.4864839505882185,-0.47063997399900054,-0.46315088605933263,-0.4498582247524977,-0.4335775643373866,-0.41272345737956373,-0.404713952136427,-0.4069422179750734,-0.4112837587115408,-0.4140363552515839,-0.41309978113027546,-0.41708493696822946,-0.41783783142643405,-0.41778419788060017,-0.4114180930910783,-0.408001597817522,-0.4021309269454999,-0.4013393560106393,-0.39748871429217136,-0.3921335374842059,-0.38739167080118553,-0.3852085989156737,-0.383853782594818,-0.3832901877897076,-0.3779283270091469,-0.37407833396455925,-0.3665159182798384,-0.36523207738833996,-0.3629127831763452,-0.36023044457178865,-0.35958511964468776,-0.35994491038791104,-0.35734736334350375,-0.3562150893913614,-0.35459788681500093,-0.3562236021367009
반포1동,서초구,37.5043139,127.01359414999999,4.174185955863656,3.987252685021272,3.81779801882396,3.665970127299341,3.557548208411755,3.5401796081717642,3.5879618311296437,3.6181881495503774,3.4771883855047285,3.500458653895851,3.9671350878715925,3.7359972864242046,4.062576597570005,4.219240888186166,4.137114643989074,4.070763153367971,4.132434299638696,4.0328880037254216,3.8754232214374755,3.8989337386841796,3.8841107377254316,3.7726346152724437,3.818831837136313,3.808369863678689,3.722280525980392,3.7016274973842425,3.6220661134141374,3.5744056769406227,3.5396502332006685,3.5280030819312973,3.5618823599119764,3.528242490586525,3.5383192236683967,3.510589693377548,3.551754638301662,3.559240011874384,3.559390471972947,3.5704766593284267,3.605616132796352,3.613998728037134,3.631797561828304,3.637079284407241,3.5825393040377858,3.5597584966799367,3.5297130606312397,3.5046612604977296,3.4786694766524247,3.485311863364813,3.489216059152824,3.5150627120622486,3.470605458960881,3.4539211355146655,3.455498382158302,3.4324851970479413,3.4003781170733522,3.412250216373587,3.4057071623685973,3.396259829073419,3.405452050600724,3.4114513076120576,3.420524192496062,3.4248951530135736,3.437213283022592,3.4459649066135247,3.442306193820232,3.4254919918187285,3.4079238567523973,3.4059217154896197,3.4071756464810834
반포2동,서초구,37.503386600000006,126.9974604,2.714474723841061,2.797402289997273,2.7957945389737175,2.7696942439737224,2.847548737027666,2.8381365367355986,2.86473625709757,2.846136249316915,2.8065239127009813,2.844124385949702,2.1220966134718835,2.757257510306067,2.7947966159939335,2.680024119118586,2.812382220056926,2.710101559794352,2.650037760574272,2.809678338676443,2.794314802418182,2.7083995883621377,2.721425970211309,2.7579700033157675,2.7413239103023574,2.738740337626557,2.730039680521825,2.73426458540888,2.7440294643861733,2.7250852957015166,2.7497764212435927,2.7605781138855923,2.8741550984950877,2.8659326646022674,2.857701263801859,2.845234803015578,2.870757677796652,2.8791747046248926,2.867004710521683,2.867652136580462,2.837676721732408,2.8282029066102137,2.832365942733026,2.8461357518339963,2.8114238582022,2.7976072531507414,2.7986806109797886,2.8031846234774944,2.8006515206376186,2.80363414450641,2.8317999024092098,2.847405197492725,2.8550155813666604,2.879483882225513,2.878933232137589,2.8856724597425014,2.8748327580951427,2.8609691702907076,2.8399063665285524,2.823559691661692,2.799060306260097,2.788767028252132,2.778693617443693,2.7685676222877027,2.7451857734929517,2.7271666335650018,2.7022241732259156,2.6813241065769136,2.663959982669703,2.6589383084592075,2.6556635913375484
반포3동,서초구,37.5103135,127.00405359999999,2.2752990017088845,2.103835021694538,2.1392475457756843,2.272708187465749,2.2045781193765377,2.1877005591694023,2.229127915798744,2.2764005936702283,2.3390150694637715,2.4311593073274067,1.4998758511306578,2.3316943099422343,2.662322240039232,2.3622607890820553,2.143861232012483,2.1366892500010586,2.1022242999921357,2.112352784588821,2.1089536161058557,2.116512450925401,2.1096403512885233,2.1009806227920182,2.1677798030363236,2.208488815442986,2.2353503911690003,2.2698816224427802,2.3069538780603045,2.205203734264048,2.2240201105635866,2.213755736357171,2.1831428001573863,2.165701770718663,2.178840701289367,2.1741839773213756,2.1983922654080112,2.1901850735984487,2.2128558862250793,2.225690389210251,2.2397016333576625,2.2519473113298,2.2479474471596435,2.256879977343794,2.2786321997359402,2.2931042335564973,2.3069031495249352,2.3326739734826094,2.361805464102064,2.3909867812979178,2.4062396556561114,2.4019295140390367,2.4425432173401442,2.4525209477580767,2.479687127398739,2.500824142733307,2.5135092583668466,2.5253897674450863,2.541392410380341,2.564185975347189,2.586206877094822,2.6005739663019165,2.6245938063665895,2.638575287893043,2.6512572740337017,2.658645933710889,2.6575082755300303,2.654437067649367,2.6588001492119706,2.661499127875526,2.654467886516763
반포본동,서초구,37.5024854,126.99173970000001,4.846854250512948,4.6392878177029875,4.707972911882718,4.661851178299076,4.769659108640081,4.745054508692497,4.756055645010603,4.765004328933137,4.824579995557977,4.885665154551536,4.858499168349037,5.036046601486034,5.10662102654294,4.919212386790739,4.817900569492953,4.810150101649045,4.73509567075577,4.68495853579238,4.660819286965894,4.656438822469433,4.627779025055267,4.683980536138263,4.7072831261883845,4.664861654271138,4.679723635817165,4.661257442188871,4.693282868772415,4.704150798469107,4.726300504388842,4.747256032383523,4.765101474060703,4.763754836709558,4.753037978299479,4.743060213572853,4.748714013842709,4.749190513295481,4.75474162871379,4.750316614854237,4.761475840158283,4.761027831336456,4.757165325917446,4.75685081791317,4.766811540134989,4.784441829231661,4.803407535160536,4.8242499957249985,4.844871188929776,4.838767631493362,4.858293877913704,4.876011782929853,4.874272215349323,4.888227887826705,4.885488205710488,4.882884711414937,4.889920214427896,4.902268612094857,4.908330037788925,4.914250850356342,4.909535730241858,4.919301489004725,4.92742113968034,4.930524913724988,4.924968147831179,4.918932300592673,4.927802284522232,4.936961436405473,4.938077557920344,4.936063812307625,4.937626165351066
발산제1동,강서구,37.552914666666666,126.8303135,-0.10334067902430345,0.010617145194709826,0.05931266950062281,0.05699943580247104,0.02243644282760034,0.019746078671879396,0.04750843916663228,0.05335202158332325,0.060936008408236875,0.06894488434334946,-0.3039787419178843,-0.18433310641333941,-0.12711097736410112,-0.09926077130755105,-0.0781291090949644,-0.05924347116468712,-0.03903545968132074,0.011792883935661386,0.033224577623081085,0.0468053365724789,0.059140826811833636,0.058724900056159046,0.05529461170065713,0.053717665567934614,0.06169611462947311,0.056637002542012406,0.049822453035752313,0.04806954453394316,0.03239176071185896,0.025210462160401265,0.019930849359412733,0.026901308854597822,0.02408065398561764,0.01707313479610627,0.022166377375433772,0.022906207611117373,0.03405307293594628,0.042575336570247424,0.05069391560312964,0.05517000339260819,0.06174958336942294,0.0602891446128389,0.05577773651470234,0.0558232418143112,0.05728158483719457,0.05840638602143366,0.06515955274178804,0.06513030287072163,0.06489535210500845,0.06982926804053374,0.06801331224881389,0.06965199892333444,0.07289665867036131,0.07471545520263935,0.08028588237360372,0.08266814315534138,0.08304575326231015,0.08478550598758013,0.08280313592931397,0.08181966574788159,0.0829572044495807,0.08497153701807696,0.08556513666079645,0.084229627172834,0.08298702808018706,0.08563449095503274,0.08891618603404716,0.09130350102232725,0.09531229606738105
방배1동,서초구,37.48520429999999,126.9988512,1.0932639423040371,1.0488255333640883,0.7852439341096418,0.710511777054461,0.5672770038978797,0.5807045487675438,0.6217650552194433,0.881403098528672,1.130251101180966,1.2797137858443683,0.8042532463597702,0.9266845908862734,0.7802727007634319,0.9565983931925501,1.0438540521570014,1.048367402027213,1.0752723576591008,1.065490682089128,1.00999715297709,0.9748223196727354,0.8930147409141649,0.8369496566174132,0.7603805181234091,0.7281711582088336,0.7179629693498774,0.705269937656888,0.7014526810880716,0.6572504999177797,0.6424131380546988,0.6145235981800538,0.533780881949581,0.5280246093781389,0.49246554349984184,0.5364914569441891,0.6213118900979465,0.6599867631752256,0.6386785847393591,0.6234506723914884,0.6974618493108756,0.7244561204111509,0.7630864152793823,0.8293367544391678,0.9473695091411058,1.0049198304087346,0.9872127820834986,1.0415515129625421,1.1308259310198099,1.178169790827655,1.223056304627052,1.2394200390686518,1.2830333123167625,1.2720424303794942,1.263600534248362,1.2714209535465064,1.2652751132889464,1.2759021174866099,1.2743004346045639,1.2907330217642297,1.3127679059672346,1.3352470375884982,1.395674305489831,1.3799732828315827,1.376628601116572,1.3742052373305338,1.3732143951521345,1.4019929040685415,1.4267347311513132,1.4389228194814048,1.4407083455727927
