,행정동코드,행정동,0509세,1014세,0514세,시군구명,키움센터_상시돌봄정원,키움센터_일시돌봄정원,키움센터_개수,초등돌봄교실_이용인원,초등돌봄교실_교실개수,지역아동센터_정원,지역아동센터_개수,방과후아카데미_정원,방과후아카데미_개수,총시설수,시설tfidf,돌봄교실이용비율,tfidf*이용비율,행정동별0514세/전체0514세,tfidf*이용비율*인구비율,시설 정원 및 이용비율,tfidf*정원 및 이용비율*인구비율,예술학원,보습학원개수,총학원수,대체시설tfidf,1인당학원수,수요지수,IQR
78,1132051200,창제2동,1032,1017,2049,도봉구,0.0,0.0,0.0,119.0,5.0,74.0,2.0,0.0,0.0,7.0,0.4272860139176696,0.0027244213466425518,0.0011641071374391054,0.002809759147829807,3.270860678473497e-06,75.00005840098112,0.09004287909037982,16,14.0,30.0,0.002342103208681396,0.014641288433382138,38.44530794228917,4
79,1159067000,신대방제1동,981,1245,2226,동작구,30.0,6.0,1.0,85.0,5.0,32.0,1.0,0.0,0.0,7.0,0.4272860139176696,0.0019460152476018227,0.0008315050981707896,0.0030524762630888976,2.5381495748037393e-06,69.00005840098113,0.08999542480857146,15,8.0,23.0,0.00179561245998907,0.010332434860736747,50.11962592926052,4
80,1132051100,창제1동,978,1069,2047,도봉구,20.0,4.0,1.0,121.0,5.0,49.0,1.0,0.0,0.0,7.0,0.4272860139176696,0.00277020994070377,0.001183671963278418,0.0028070165815556928,3.3225868280451014e-06,74.00005840098112,0.08875559057997047,13,6.0,19.0,0.001483332032164884,0.009281875915974597,59.83528209151799,4
81,1129077000,장위제2동,332,387,719,성북구,0.0,0.0,0.0,145.0,8.0,128.0,4.0,0.0,0.0,12.0,0.6943397726162132,0.003319673069438403,0.002304981044194027,0.0009859525755439881,2.272601997103172e-06,129.00005840098115,0.08831164521815131,3,5.0,8.0,0.0006245608556483723,0.011126564673157162,141.39798294991252,4
82,1121583000,자양제2동,963,873,1836,광진구,20.0,4.0,1.0,178.0,9.0,29.0,1.0,0.0,0.0,11.0,0.6409290208765044,0.004075184871448522,0.0026119042495482444,0.002517675839636665,6.5759282245319484e-06,54.00005840098114,0.08713727582110041,25,18.0,43.0,0.003357014599110001,0.023420479302832243,25.956775953313375,3
83,1132051400,창제4동,1084,1243,2327,도봉구,0.0,0.0,0.0,164.0,7.0,29.0,1.0,20.0,1.0,9.0,0.5341075173970871,0.003754664713019987,0.0020053946485295514,0.0031909758599316554,6.399165913093925e-06,50.00005840098114,0.08521630926531172,18,6.0,24.0,0.0018736825669451167,0.010313708637730984,45.48065439080741,4
84,1130566000,인수동,999,1024,2023,강북구,0.0,0.0,0.0,170.0,8.0,49.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.0038920304952036453,0.0022866390199696713,0.002774105786266325,6.343378536400225e-06,50.00005840098114,0.08149198668160643,20,10.0,30.0,0.002342103208681396,0.014829461196243203,34.794361913489894,4
85,1156062000,양평제2동,777,714,1491,영등포구,0.0,0.0,0.0,159.0,8.0,66.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.0036401932278669375,0.0021386800245598693,0.0020445831573519973,4.372709157180264e-06,67.00005840098113,0.08048247731982534,21,11.0,32.0,0.002498243422593489,0.021462105969148222,32.21562662467634,4
86,1153054000,구로제3동,775,730,1505,구로구,30.0,6.0,1.0,244.0,10.0,19.0,1.0,0.0,0.0,12.0,0.6943397726162132,0.00558620847546876,0.003878726722643742,0.002063781121270796,8.004842984760701e-06,56.00005840098114,0.08024614129705697,9,14.0,23.0,0.00179561245998907,0.015282392026578074,44.690122777130554,4
87,1130553400,삼양동,773,863,1636,강북구,0.0,0.0,0.0,140.0,8.0,59.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.003205201584285355,0.0018831144870338468,0.002243419212225264,4.224615219031453e-06,60.00005840098114,0.07908306332628913,14,13.0,27.0,0.002107892887813256,0.01650366748166259,37.51759104246065,4
88,1121582000,자양제1동,582,679,1261,광진구,0.0,0.0,0.0,63.0,3.0,102.0,4.0,0.0,0.0,7.0,0.4272860139176696,0.0014423407129284095,0.0006162920139383499,0.0017291880358288859,1.0656847770790836e-06,103.00005840098112,0.0761024030537994,20,9.0,29.0,0.0022640331017253494,0.022997620935765267,33.6136441626247,4
89,1135056000,월계1동,725,798,1523,노원구,40.0,8.0,2.0,66.0,4.0,35.0,1.0,0.0,0.0,7.0,0.4272860139176696,0.0015110236040202386,0.0006456392526973191,0.0020884642177378216,1.348394476825338e-06,84.00005840098112,0.07495926238315184,12,7.0,19.0,0.001483332032164884,0.01247537754432042,50.53437851925221,4
90,1156054000,여의동,1718,1530,3248,영등포구,25.0,5.0,1.0,223.0,8.0,0.0,0.0,0.0,0.0,9.0,0.5341075173970871,0.005105428237825957,0.002726847601354207,0.00445392762916116,1.2145181872183334e-05,31.000058400981136,0.07374530201771012,45,20.0,65.0,0.005074556952143024,0.02001231527093596,14.532362669920754,3
91,1171052000,풍납2동,1089,1012,2101,송파구,0.0,0.0,0.0,109.0,5.0,57.0,2.0,0.0,0.0,7.0,0.4272860139176696,0.002495478376336455,0.0010662830082425415,0.0028810658709567715,3.0720315838287047e-06,58.00005840098114,0.07140034270034505,28,12.0,40.0,0.0031228042782418613,0.01903855306996668,22.864174741217994,3
92,1121577000,중곡제4동,821,817,1638,광진구,0.0,0.0,0.0,57.0,3.0,84.0,3.0,0.0,0.0,6.0,0.3738752621779609,0.0013049749307447516,0.00048789784436786035,0.0022461617784993774,1.0958974898313256e-06,85.00005840098112,0.07138171656982688,7,14.0,21.0,0.001639472246076977,0.01282051282051282,43.53944797823393,4
93,1132051500,창제5동,879,877,1756,도봉구,0.0,0.0,0.0,180.0,9.0,49.0,1.0,0.0,0.0,10.0,0.5875182691367957,0.004120973465509742,0.0024211471976149463,0.0024079731886721047,5.830057537685393e-06,50.00005840098114,0.07073649461833953,28,27.0,55.0,0.004293855882582559,0.03132118451025057,16.473886537569292,3
94,1174070000,둔촌제2동,1057,992,2049,강동구,0.0,0.0,0.0,153.0,7.0,50.0,1.0,0.0,0.0,8.0,0.4806967656573784,0.0035028274456832802,0.001683797823795849,0.002809759147829807,4.731066338506308e-06,51.00005840098114,0.06888282774536485,20,24.0,44.0,0.0034350847060660473,0.021473889702293802,20.052730467963144,3
95,1165062100,방배4동,1000,1235,2235,서초구,0.0,0.0,0.0,84.0,4.0,58.0,2.0,0.0,0.0,6.0,0.3738752621779609,0.0019231209505712128,0.0007190073495947415,0.003064817811322411,2.203626531509683e-06,59.00005840098114,0.06760578112073791,27,22.0,49.0,0.00382543524084628,0.02192393736017897,17.672703068888406,3
96,1120065000,성수1가제1동,515,512,1027,성동구,20.0,4.0,1.0,209.0,9.0,49.0,1.0,0.0,0.0,11.0,0.6409290208765044,0.004784908079397422,0.0030667864503122646,0.0014083077817575462,4.3189792229633635e-06,74.00005840098112,0.06679432696064705,7,11.0,18.0,0.0014052619252088376,0.017526777020447908,47.53158522438489,4
97,1132052100,도봉제1동,525,532,1057,도봉구,20.0,4.0,1.0,163.0,7.0,53.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.003731770415989377,0.0021924832956179787,0.0014494462758692565,3.1778867477390337e-06,78.00005840098112,0.06642299077491111,5,2.0,7.0,0.0005464907486923258,0.006622516556291391,121.54458411940519,4
98,1153073000,고척제2동,1158,1099,2257,구로구,0.0,0.0,1.0,170.0,9.0,32.0,1.0,0.0,0.0,11.0,0.6409290208765044,0.0038920304952036453,0.002494515294512369,0.0030949860403376647,7.720490013924579e-06,33.00005840098114,0.06546110613924468,32,18.0,50.0,0.0039035053478023267,0.022153300841825433,16.7698261707517,3
99,1126054000,면목제4동,613,560,1173,중랑구,0.0,0.0,0.0,125.0,6.0,23.0,1.0,60.0,1.0,8.0,0.4806967656573784,0.002861787128826209,0.001375651816826674,0.0016085151197678693,2.2127567469018447e-06,84.00005840098112,0.06494951846511278,13,12.0,25.0,0.0019517526739011633,0.021312872975277068,33.27753528078518,4
100,1141052000,천연동,677,735,1412,서대문구,0.0,0.0,0.0,81.0,3.0,88.0,3.0,0.0,0.0,6.0,0.3738752621779609,0.001854438059479384,0.0006933285156806437,0.0019362517895244941,1.3424585792150073e-06,89.00005840098112,0.06442862372258279,17,9.0,26.0,0.0020298227808572098,0.018413597733711047,31.741009279329344,3
101,1129055500,삼선동,739,867,1606,성북구,0.0,0.0,0.0,75.0,4.0,77.0,2.0,0.0,0.0,6.0,0.3738752621779609,0.0017170722772957255,0.0006419708478524477,0.002202280718113553,1.4138000198164554e-06,78.00005840098112,0.06422355399428491,51,11.0,62.0,0.0048403466312748845,0.038605230386052306,13.268379082464442,3
102,1135071000,상계9동,870,977,1847,노원구,42.0,8.0,2.0,134.0,6.0,0.0,0.0,0.0,0.0,8.0,0.4806967656573784,0.0030678358021016964,0.0014746987476381946,0.002532759954144292,3.735057932444758e-06,51.00005840098114,0.062092036527910635,25,12.0,37.0,0.0028885939573737216,0.020032485110990796,21.495591780702902,3
103,1141071000,북가좌제1동,806,1053,1859,서대문구,20.0,4.0,1.0,84.0,4.0,40.0,1.0,0.0,0.0,6.0,0.3738752621779609,0.0019231209505712128,0.0007190073495947415,0.002549215351788976,1.8329045736360184e-06,65.00005840098113,0.061950811931189,13,9.0,22.0,0.0017175423530330237,0.011834319526627219,36.06945227393636,4
104,1135062500,중계2.3동,1291,1384,2675,노원구,21.0,4.0,1.0,201.0,10.0,0.0,0.0,0.0,0.0,11.0,0.6409290208765044,0.004601753703152545,0.002949397495276389,0.0036681823916274938,1.0818927958083084e-05,26.000058400981136,0.061127295568526675,12,8.0,20.0,0.0015614021391209306,0.007476635514018692,39.14897644686291,4
105,1130560800,번3동,593,628,1221,강북구,0.0,0.0,0.0,121.0,6.0,67.0,3.0,0.0,0.0,9.0,0.5341075173970871,0.00277020994070377,0.0014795899540980227,0.0016743367103466055,2.4773317764063683e-06,68.00005840098113,0.06081080823478763,15,10.0,25.0,0.0019517526739011633,0.020475020475020474,31.157025707175787,3
106,1130555500,송천동,675,722,1397,강북구,0.0,0.0,0.0,66.0,3.0,83.0,3.0,0.0,0.0,6.0,0.3738752621779609,0.0015110236040202386,0.0005649343461101541,0.0019156825424686387,1.082234864484158e-06,84.00005840098112,0.06016305210479661,17,7.0,24.0,0.0018736825669451167,0.01717967072297781,32.10952226709749,4
107,1162057500,행운동,632,606,1238,관악구,0.0,0.0,0.0,181.0,8.0,58.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.004143867762540351,0.002434598015379473,0.0016976485236765747,4.133091726554882e-06,59.00005840098114,0.058846630060863464,25,15.0,40.0,0.0031228042782418613,0.03231017770597738,18.844162111240003,3
108,1147060000,신월5동,598,621,1219,양천구,0.0,0.0,0.0,75.0,3.0,93.0,3.0,0.0,0.0,6.0,0.3738752621779609,0.0017170722772957255,0.0006419708478524477,0.0016715941440724913,1.073114709935404e-06,94.00005840098112,0.05874700019253,12,9.0,21.0,0.001639472246076977,0.017227235438884332,35.832872641243654,4
109,1165056000,반포1동,2004,1963,3967,서초구,0.0,0.0,0.0,173.0,8.0,19.0,1.0,0.0,0.0,9.0,0.5341075173970871,0.003960713386295474,0.0021154467938756857,0.005439880204705146,1.1507777138111313e-05,20.00005840098114,0.05810978790438835,32,7.0,39.0,0.003044734171285815,0.009831106629694983,19.085340340187447,3
110,1126057500,면목제3.8동,633,652,1285,중랑구,0.0,0.0,0.0,51.0,3.0,86.0,3.0,0.0,0.0,6.0,0.3738752621779609,0.0011676091485610931,0.0004365401765396645,0.001762098831118254,7.692269348166991e-07,87.00005840098112,0.05731608760956783,8,11.0,19.0,0.001483332032164884,0.014785992217898832,38.64009295741865,4
111,1153074000,개봉제1동,1098,1035,2133,구로구,0.0,0.0,0.0,54.0,3.0,60.0,2.0,0.0,0.0,5.0,0.3204645104382522,0.0012362920396529224,0.0003961877232460821,0.0029249469313425962,1.1588280653442372e-06,61.00005840098114,0.0571778976127191,21,11.0,32.0,0.002498243422593489,0.015002344116268168,22.88724032879122,3
112,1141062000,홍제제1동,860,839,1699,서대문구,0.0,0.0,0.0,168.0,7.0,50.0,1.0,0.0,0.0,8.0,0.4806967656573784,0.003846241901142425,0.0018488760418150496,0.0023298100498598553,4.3075299831658125e-06,51.00005840098114,0.05711660533888476,20,8.0,28.0,0.002185962994769303,0.0164802825191289,26.128807063777675,3
113,1171063200,가락2동,1585,1743,3328,송파구,0.0,0.0,0.0,169.0,7.0,25.0,1.0,0.0,0.0,8.0,0.4806967656573784,0.0038691361981730353,0.0018598812563496636,0.00456363028012572,8.48781041891559e-06,26.000058400981136,0.057036908313660775,45,32.0,77.0,0.006011398235615583,0.023137019230769232,9.48812673493092,2
114,1129076000,장위제1동,577,687,1264,성북구,29.0,5.0,1.0,58.0,2.0,66.0,2.0,0.0,0.0,5.0,0.3204645104382522,0.0013278692277753613,0.0004255349620050511,0.0017333018852400568,7.375805518789109e-07,101.00005840098112,0.056101668189121184,7,5.0,12.0,0.0009368412834725584,0.00949367088607595,59.883855652871105,4
115,1150061500,우장산동,2513,2751,5264,강서구,0.0,0.0,0.0,132.0,5.0,19.0,1.0,0.0,0.0,6.0,0.3738752621779609,0.003022047208040477,0.0011298686922203082,0.007218434433468083,8.155883073220628e-06,20.00005840098114,0.053976038938767366,51,41.0,92.0,0.00718244983995628,0.017477203647416412,7.514990030072513,2
116,1174061000,천호제2동,871,839,1710,강동구,0.0,0.0,0.0,100.0,4.0,59.0,2.0,0.0,0.0,6.0,0.3738752621779609,0.0022894297030609675,0.0008559611304699304,0.002344894164367482,2.007138259764333e-06,60.00005840098114,0.052601926428966495,25,10.0,35.0,0.0027324537434616283,0.02046783625730994,19.250802160818054,3
117,1126062000,묵제1동,1476,1512,2988,중랑구,0.0,0.0,0.0,160.0,6.0,29.0,1.0,0.0,0.0,7.0,0.4272860139176696,0.0036630875248975475,0.0015651860671450153,0.004097394013526337,6.413184021574818e-06,30.000058400981136,0.05252287691074613,18,11.0,29.0,0.0022640331017253494,0.009705488621151271,23.19881139137059,3
118,1168065000,역삼2동,1980,2790,4770,강남구,20.0,4.0,1.0,78.0,4.0,0.0,0.0,0.0,0.0,5.0,0.3204645104382522,0.0017857551683875547,0.0005722711557998964,0.006541020563761922,3.743237398134926e-06,25.000058400981136,0.05240424623640248,36,8.0,44.0,0.0034350847060660473,0.009224318658280923,15.255590682774532,3
119,1156072000,대림제3동,625,673,1298,영등포구,0.0,0.0,0.0,139.0,7.0,54.0,2.0,0.0,0.0,9.0,0.5341075173970871,0.003182307287254745,0.0016996942447902903,0.001779925511899995,3.0253291487318334e-06,55.00005840098114,0.052286993317349484,20,14.0,34.0,0.002654383636505582,0.026194144838212634,19.698355805939105,3
120,1123060000,답십리제1동,1384,954,2338,동대문구,0.0,0.0,0.0,181.0,8.0,29.0,1.0,0.0,0.0,9.0,0.5341075173970871,0.004143867762540351,0.0022132709230722487,0.003206059974439282,7.09587931905222e-06,30.000058400981136,0.051371522011932916,23,16.0,39.0,0.003044734171285815,0.016680923866552608,16.872251934637145,3
121,1147065000,신정4동,1012,977,1989,양천구,0.0,0.0,0.0,147.0,6.0,38.0,2.0,0.0,0.0,8.0,0.4806967656573784,0.0033654616634996217,0.0016177665365881685,0.002727482159606387,4.412429366952443e-06,39.00005840098114,0.051132658816979225,50,18.0,68.0,0.005308767273011164,0.03418803418803419,9.631738629215985,2
122,1120052000,왕십리제2동,613,544,1157,성동구,20.0,4.0,1.0,77.0,4.0,49.0,2.0,0.0,0.0,7.0,0.4272860139176696,0.001762860871356945,0.0007532457948135388,0.001586574589574957,1.1950806377553526e-06,74.00005840098112,0.05016620337128766,12,7.0,19.0,0.001483332032164884,0.016421780466724288,33.81994205172756,4
123,1129081000,석관동,1083,1023,2106,성북구,0.0,0.0,0.0,163.0,7.0,35.0,1.0,0.0,0.0,8.0,0.4806967656573784,0.003731770415989377,0.0017938499691419827,0.002887922286642057,5.180499304777298e-06,36.00005840098114,0.04997581756882544,17,12.0,29.0,0.0022640331017253494,0.013770180436847104,22.073801628933964,3
124,1135061200,하계2동,1010,1395,2405,노원구,25.0,5.0,1.0,152.0,7.0,0.0,0.0,0.0,0.0,8.0,0.4806967656573784,0.00347993314865267,0.0016727926092612356,0.003297935944622102,5.516762873980823e-06,31.000058400981136,0.0491446139831692,10,8.0,18.0,0.0014052619252088376,0.007484407484407485,34.97185336168968,4
125,1121584000,자양제3동,1364,1273,2637,광진구,20.0,4.0,1.0,230.0,8.0,0.0,0.0,0.0,0.0,9.0,0.5341075173970871,0.005265688317040225,0.0028124437144012,0.0036160736324193283,1.0170003558309654e-05,25.000058400981136,0.048284415557440036,40,20.0,60.0,0.004684206417362792,0.022753128555176336,10.307917981254157,2
126,1123061000,답십리제2동,945,947,1892,동대문구,0.0,0.0,0.0,93.0,4.0,48.0,2.0,0.0,0.0,6.0,0.3738752621779609,0.0021291696238467,0.0007960438513370352,0.002594467695311857,2.0653100563455725e-06,49.00005840098114,0.047530413849428986,16,10.0,26.0,0.0020298227808572098,0.013742071881606765,23.416041192205228,3
127,1114068000,중림동,457,350,807,중구,40.0,8.0,1.0,58.0,3.0,64.0,2.0,0.0,0.0,6.0,0.3738752621779609,0.0013278692277753613,0.0004964574556725596,0.0011066254916050047,5.493924759446161e-07,113.00005840098112,0.046752632388965716,4,1.0,5.0,0.00039035053478023266,0.006195786864931847,119.77089365405237,4
128,1132069000,방학제1동,987,1035,2022,도봉구,0.0,0.0,0.0,94.0,5.0,44.0,1.0,0.0,0.0,6.0,0.3738752621779609,0.0021520639208773094,0.0008046034626417347,0.002772734503129268,2.2309517822040186e-06,45.00005840098114,0.04664961831060652,21,19.0,40.0,0.0031228042782418613,0.019782393669634024,14.93837402351397,3
129,1162063000,남현동,538,366,904,관악구,0.0,0.0,0.0,104.0,5.0,99.0,1.0,0.0,0.0,6.0,0.3738752621779609,0.0023810068911834068,0.0008901995756887275,0.0012396399558995345,1.1035269627485585e-06,100.00005840098112,0.046347098418965824,18,5.0,23.0,0.00179561245998907,0.025442477876106196,25.811303636892752,3
130,1174052000,상일동,2239,1700,3939,강동구,0.0,0.0,0.0,36.0,6.0,19.0,1.0,0.0,0.0,7.0,0.4272860139176696,0.0008241946931019482,0.0003521668651076285,0.00540148427686755,1.9022237847125909e-06,20.00005840098114,0.04615970850625373,12,9.0,21.0,0.001639472246076977,0.005331302361005331,28.155224107457336,3
131,1147054000,목4동,969,1499,2468,양천구,0.0,0.0,0.0,97.0,5.0,35.0,1.0,0.0,0.0,6.0,0.3738752621779609,0.0022207468119691386,0.0008302822965558325,0.003384326782256693,2.809946613067498e-06,36.00005840098114,0.04555145216413569,35,36.0,71.0,0.0055429775938793035,0.028768233387358184,8.217866912259353,2
132,1121586000,구의제2동,1022,1071,2093,광진구,0.0,0.0,0.0,210.0,9.0,26.0,1.0,0.0,0.0,10.0,0.5875182691367957,0.004807802376428032,0.0028246717305507704,0.0028700956058603155,8.107077921851621e-06,27.000058400981136,0.045528405748225566,17,10.0,27.0,0.002107892887813256,0.012900143334925944,21.599012934408197,3
133,1162071500,난향동,767,687,1454,관악구,0.0,0.0,0.0,102.0,4.0,60.0,2.0,0.0,0.0,6.0,0.3738752621779609,0.002335218297122187,0.0008730803530793289,0.0019938456812808878,1.7407874913984131e-06,61.00005840098114,0.0454724677216952,6,5.0,11.0,0.0008587711765165118,0.007565337001375516,52.950621731563075,4
134,1144068000,합정동,446,447,893,마포구,0.0,0.0,0.0,67.0,3.0,98.0,3.0,0.0,0.0,6.0,0.3738752621779609,0.0015339179010508482,0.0005734939574148532,0.0012245558413919073,7.022753755553204e-07,99.00005840098112,0.045325309226730885,19,3.0,22.0,0.0017175423530330237,0.02463605823068309,26.389631176599814,3
135,1129065000,정릉제4동,1012,992,2004,성북구,0.0,0.0,0.0,98.0,4.0,43.0,2.0,0.0,0.0,6.0,0.3738752621779609,0.0022436411089997482,0.0008388419078605319,0.002748051406662242,2.3051806848633737e-06,44.00005840098114,0.045206911369180786,22,7.0,29.0,0.0022640331017253494,0.014471057884231538,19.967425094063334,3
136,1120056000,행당제1동,543,456,999,성동구,0.0,0.0,0.0,116.0,5.0,36.0,1.0,40.0,1.0,7.0,0.4272860139176696,0.0026557384555507225,0.0011347598986801365,0.00136991185391995,1.5545210365549205e-06,77.00005840098112,0.04507153569663571,20,8.0,28.0,0.002185962994769303,0.028028028028028028,20.618617883507383,3
137,1120064500,옥수동,1300,838,2138,성동구,20.0,4.0,1.0,203.0,9.0,0.0,0.0,0.0,0.0,10.0,0.5875182691367957,0.004647542297213764,0.0027305160061990787,0.002931803347027881,8.00533596608766e-06,25.000058400981136,0.04306230129237295,29,14.0,43.0,0.003357014599110001,0.020112254443405052,12.827558540790816,3
138,1129064000,정릉제3동,334,393,727,성북구,0.0,0.0,0.0,79.0,3.0,113.0,3.0,0.0,0.0,6.0,0.3738752621779609,0.0018086494654181644,0.000676209293071245,0.0009969228406404439,6.741284893160522e-07,114.00005840098112,0.042490647646876704,5,1.0,6.0,0.0004684206417362792,0.008253094910591471,90.71045095147394,4
139,1171061000,삼전동,928,950,1878,송파구,20.0,4.0,1.0,86.0,4.0,19.0,1.0,0.0,0.0,6.0,0.3738752621779609,0.001968909544632432,0.0007361265722041401,0.002575269731393059,1.895724479871449e-06,44.00005840098114,0.04236456065435206,21,33.0,54.0,0.004215785775626512,0.02875399361022364,10.049030692992512,2
140,1132071000,방학제3동,1243,1365,2608,도봉구,0.0,0.0,0.0,172.0,9.0,19.0,1.0,0.0,0.0,10.0,0.5875182691367957,0.003937819089264864,0.0023135406554987267,0.0035763064214446743,8.273930302533415e-06,20.00005840098114,0.042023029881550114,19,10.0,29.0,0.0022640331017253494,0.01111963190184049,18.56113757768191,3
141,1156069000,신길제7동,1098,813,1911,영등포구,0.0,0.0,0.0,84.0,4.0,49.0,1.0,0.0,0.0,5.0,0.3204645104382522,0.0019231209505712128,0.0006162920139383499,0.0026205220749159408,1.6150068271198485e-06,50.00005840098114,0.04198926523575694,14,6.0,20.0,0.0015614021391209306,0.010465724751439037,26.89202492024053,3
142,1153079000,수궁동,873,923,1796,구로구,0.0,0.0,0.0,73.0,3.0,51.0,2.0,0.0,0.0,5.0,0.3204645104382522,0.0016712836832345065,0.0005355871073511849,0.002462824514154385,1.3190570574495343e-06,52.00005840098114,0.04104093440848711,21,9.0,30.0,0.002342103208681396,0.01670378619153675,17.523110961277048,3
143,1171053200,거여2동,591,617,1208,송파구,0.0,0.0,0.0,83.0,4.0,64.0,2.0,0.0,0.0,6.0,0.3738752621779609,0.0019002266535406032,0.0007104477382900423,0.0016565100295648644,1.176863803959129e-06,65.00005840098113,0.040256364073628995,18,6.0,24.0,0.0018736825669451167,0.019867549668874173,21.485156975796407,3
144,1153077000,오류제1동,593,537,1130,구로구,0.0,0.0,0.0,98.0,4.0,57.0,3.0,0.0,0.0,7.0,0.4272860139176696,0.0022436411089997482,0.0009586764661263221,0.001549549944874418,1.4855170652384442e-06,58.00005840098114,0.038401897787429765,15,4.0,19.0,0.001483332032164884,0.016814159292035398,25.888942566273045,3
145,1162068500,신사동,443,496,939,관악구,0.0,0.0,0.0,91.0,4.0,78.0,2.0,0.0,0.0,6.0,0.3738752621779609,0.0020833810297854805,0.0007789246287276368,0.0012876348656965294,1.0029705096994294e-06,79.00005840098112,0.0380317991322381,15,7.0,22.0,0.0017175423530330237,0.023429179978700747,22.143150685674446,3
146,1138053000,불광제2동,656,764,1420,은평구,0.0,0.0,0.0,220.0,12.0,25.0,1.0,0.0,0.0,13.0,0.7477505243559218,0.005036745346734129,0.0037662289740676936,0.0019472220546209497,7.333684121057048e-06,26.000058400981136,0.03785702915583521,22,12.0,34.0,0.002654383636505582,0.023943661971830985,14.26207901344392,3
147,1159065100,사당제5동,527,461,988,동작구,20.0,4.0,1.0,132.0,7.0,27.0,1.0,0.0,0.0,9.0,0.5341075173970871,0.003022047208040477,0.0016140981317432975,0.0013548277394123227,2.1868249230194253e-06,52.00005840098114,0.03762847364104052,11,5.0,16.0,0.0012491217112967445,0.016194331983805668,30.1239449292555,3
148,1156051500,영등포본동,737,552,1289,영등포구,20.0,4.0,1.0,100.0,4.0,31.0,1.0,0.0,0.0,6.0,0.3738752621779609,0.0022894297030609675,0.0008559611304699304,0.001767583963666482,1.512983167740482e-06,56.00005840098114,0.03700796999352645,9,8.0,17.0,0.001327191818252791,0.013188518231186967,27.884416920416488,3
149,1126069000,신내2동,786,840,1626,중랑구,0.0,0.0,0.0,244.0,12.0,21.0,1.0,0.0,0.0,13.0,0.7477505243559218,0.00558620847546876,0.00417709031669326,0.0022297063808546934,9.313684932537313e-06,22.000058400981136,0.03667990790962467,25,17.0,42.0,0.003278944492153954,0.025830258302583026,11.18649858129482,2
150,1120058000,응봉동,698,924,1622,성동구,20.0,4.0,1.0,78.0,4.0,19.0,1.0,0.0,0.0,6.0,0.3738752621779609,0.0017857551683875547,0.0006676496817665458,0.0022242212483064654,1.485000608610201e-06,44.00005840098114,0.03658962586866829,10,6.0,16.0,0.0012491217112967445,0.009864364981504316,29.292282359485757,3
151,1126058000,상봉제1동,1039,939,1978,중랑구,0.0,0.0,0.0,101.0,5.0,35.0,1.0,0.0,0.0,6.0,0.3738752621779609,0.002312324000091577,0.0008645207417746298,0.00271239804509876,2.3449243699368354e-06,36.00005840098114,0.03650760631307148,12,3.0,15.0,0.001171051604340698,0.007583417593528817,31.175061950942176,3
152,1126066000,망우제3동,476,509,985,중랑구,0.0,0.0,0.0,140.0,6.0,55.0,2.0,0.0,0.0,8.0,0.4806967656573784,0.003205201584285355,0.0015407300348458748,0.001350713890001152,2.081085458808282e-06,56.00005840098114,0.036359930620925636,9,5.0,14.0,0.0010929814973846515,0.014213197969543147,33.26673938024546,4
153,1168073000,일원1동,425,520,945,강남구,0.0,0.0,0.0,86.0,5.0,64.0,2.0,0.0,0.0,7.0,0.4272860139176696,0.001968909544632432,0.0008412875110904459,0.0012958625645188716,1.0901929916193639e-06,65.00005840098113,0.03599078907244977,15,10.0,25.0,0.0019517526739011633,0.026455026455026454,18.440240689160362,3
154,1147061100,신월7동,647,616,1263,양천구,0.0,0.0,0.0,93.0,4.0,54.0,2.0,0.0,0.0,6.0,0.3738752621779609,0.0021291696238467,0.0007960438513370352,0.001731930602103,1.3786927067465423e-06,55.00005840098114,0.03561396825259528,12,15.0,27.0,0.002107892887813256,0.021377672209026127,16.895530346203444,3
155,1150064000,방화제2동,658,706,1364,강서구,0.0,0.0,0.0,51.0,2.0,70.0,2.0,0.0,0.0,4.0,0.26705375869854353,0.0011676091485610931,0.00031181441181404613,0.0018704301989457574,5.832270923235006e-07,71.00005840098112,0.03546491363743908,16,6.0,22.0,0.0017175423530330237,0.016129032258064516,20.648639944634418,3
156,1168056500,청담동,1331,1071,2402,강남구,20.0,4.0,1.0,140.0,6.0,0.0,0.0,0.0,0.0,7.0,0.4272860139176696,0.003205201584285355,0.0013695378087518887,0.003293822095210931,4.511013894693733e-06,25.000058400981136,0.03518518503419673,43,10.0,53.0,0.004137715668670466,0.022064945878434637,8.503528964208035,2
157,1141070000,남가좌제2동,1455,1085,2540,서대문구,0.0,0.0,0.0,114.0,5.0,26.0,1.0,0.0,0.0,6.0,0.3738752621779609,0.0026099498614895033,0.0009757956887357207,0.0034830591681247977,3.3987541198676032e-06,27.000058400981136,0.03516027686241803,21,12.0,33.0,0.0025763135295495355,0.012992125984251968,13.647514737294319,3
158,1162077500,난곡동,777,851,1628,관악구,0.0,0.0,0.0,49.0,3.0,48.0,2.0,0.0,0.0,5.0,0.3204645104382522,0.0011218205544998741,0.0003595036747973708,0.0022324489471288074,8.025736002903274e-07,49.00005840098114,0.035055654068349616,6,9.0,15.0,0.001171051604340698,0.009213759213759214,29.935191530766016,3
