,행정동코드,행정동,0509세,1014세,0514세,시군구명,키움센터_상시돌봄정원,키움센터_일시돌봄정원,키움센터_개수,초등돌봄교실_이용인원,초등돌봄교실_교실개수,지역아동센터_정원,지역아동센터_개수,방과후아카데미_정원,방과후아카데미_개수,총시설수,시설tfidf,돌봄교실이용비율,tfidf*이용비율,행정동별0514세/전체0514세,tfidf*이용비율*인구비율,시설 정원 및 이용비율,tfidf*정원 및 이용비율*인구비율,예술학원,보습학원개수,총학원수,대체시설tfidf,1인당학원수,수요지수,IQR
39,1147064000,신정3동,2214,2523,4737,양천구,25.0,5.0,1.0,328.0,13.0,0.0,0.0,0.0,0.0,14.0,0.8011612760956306,0.007509329426039974,0.006016183945588655,0.006495768220239042,3.9079736480867106e-05,31.000058400981136,0.16132920058092345,42,21.0,63.0,0.004918416738230931,0.013299556681443952,32.8010433371595,4
40,1162056500,성현동,1278,1439,2717,관악구,0.0,0.0,0.0,248.0,10.0,59.0,2.0,0.0,0.0,12.0,0.6943397726162132,0.0056777856635912,0.003942312406621508,0.0037257762833838885,1.4688174066280475e-05,60.00005840098114,0.1552174305261091,28,24.0,52.0,0.0040596455617144195,0.019138755980861243,38.23423206940252,4
41,1159068000,신대방제2동,857,865,1722,동작구,0.0,0.0,0.0,214.0,9.0,53.0,2.0,40.0,1.0,12.0,0.6943397726162132,0.00489937956455047,0.003401834092810495,0.002361349562012166,8.032919445096116e-06,94.00005840098112,0.15412051404078012,11,3.0,14.0,0.0010929814973846515,0.008130081300813009,141.009261739168,4
42,1150054000,화곡제1동,1310,1142,2452,강서구,0.0,0.0,0.0,192.0,9.0,63.0,3.0,0.0,0.0,12.0,0.6943397726162132,0.004395705029877058,0.003052112830932781,0.003362386252063781,1.026238222247585e-05,64.00005840098115,0.14941700071035355,17,15.0,32.0,0.002498243422593489,0.013050570962479609,59.808823815591204,4
43,1129071500,월곡제1동,1287,1316,2603,성북구,0.0,0.0,0.0,176.0,9.0,64.0,2.0,0.0,0.0,11.0,0.6409290208765044,0.004029396277387303,0.0025825570107892754,0.003569450005759389,9.21830813703573e-06,65.00005840098113,0.14870479992950275,27,15.0,42.0,0.003278944492153954,0.016135228582404917,45.35142338802383,4
44,1138051000,녹번동,1342,1068,2410,은평구,0.0,0.0,0.0,175.0,9.0,68.0,2.0,0.0,0.0,11.0,0.6409290208765044,0.004006501980356693,0.0025678833914097913,0.003304792360307387,8.486321414091299e-06,69.00005840098113,0.14615159958804394,22,12.0,34.0,0.002654383636505582,0.014107883817427386,55.06046585656632,4
45,1153072000,고척제1동,790,904,1694,구로구,20.0,4.0,1.0,210.0,11.0,52.0,2.0,0.0,0.0,14.0,0.8011612760956306,0.004807802376428032,0.0038518250871146867,0.0023229536341745696,8.947611084317841e-06,77.00005840098112,0.14330176702346265,12,12.0,24.0,0.0018736825669451167,0.014167650531286895,76.48134724181388,4
46,1162060500,은천동,1327,1364,2691,관악구,0.0,0.0,0.0,152.0,7.0,70.0,2.0,0.0,0.0,9.0,0.5341075173970871,0.00347993314865267,0.0018586584547347067,0.0036901229218204053,6.858678167651834e-06,71.00005840098112,0.1399356049829158,32,9.0,41.0,0.0032008743851979077,0.015235971757710888,43.717930834784596,4
47,1135057000,월계2동,1018,978,1996,노원구,28.0,4.0,1.0,124.0,7.0,54.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.0028388928317956,0.0016679014028014073,0.002737081141565786,4.565181475598852e-06,87.00005840098112,0.13990350411958544,11,8.0,19.0,0.001483332032164884,0.009519038076152305,94.31705180356684,4
48,1150061100,발산제1동,2397,2451,4848,강서구,0.0,0.0,0.0,276.0,13.0,25.0,1.0,0.0,0.0,14.0,0.8011612760956306,0.006318825980448271,0.00506239868592216,0.00664798064845237,3.365472849876123e-05,26.000058400981136,0.13847903220383986,40,51.0,91.0,0.007104379733000234,0.018770627062706272,19.492065093395436,3
49,1174057000,암사제1동,1239,1214,2453,강동구,20.0,4.0,1.0,97.0,4.0,71.0,2.0,0.0,0.0,7.0,0.4272860139176696,0.0022207468119691386,0.0009488940532066658,0.0033637575352008387,3.191849521581187e-06,96.00005840098112,0.13797959264308782,23,12.0,35.0,0.0027324537434616283,0.014268242967794538,50.49658863329463,4
50,1147052000,목2동,931,1143,2074,양천구,0.0,0.0,0.0,73.0,3.0,112.0,4.0,0.0,0.0,7.0,0.4272860139176696,0.0016712836832345065,0.0007141161431349134,0.0028440412262562323,2.0309757514107897e-06,113.00005840098112,0.13731982237523793,28,14.0,42.0,0.003278944492153954,0.020250723240115717,41.87927630486721,4
51,1130554500,송중동,878,977,1855,강북구,0.0,0.0,0.0,137.0,6.0,90.0,4.0,0.0,0.0,10.0,0.5875182691367957,0.003136518693193525,0.0018427620337402649,0.002543730219240748,4.68748947209465e-06,91.00005840098112,0.1359984930554591,24,14.0,38.0,0.002966664064329768,0.020485175202156335,45.84222888282568,4
52,1138063200,신사제2동,671,785,1456,은평구,0.0,0.0,0.0,188.0,8.0,105.0,3.0,0.0,0.0,11.0,0.6409290208765044,0.004304127841754619,0.00275864044334309,0.0019965882475550018,5.507869088408734e-06,106.00005840098112,0.1356452378975525,24,11.0,35.0,0.0027324537434616283,0.02403846153846154,49.64228149227858,4
53,1159056000,상도제4동,967,886,1853,동작구,0.0,0.0,0.0,99.0,4.0,110.0,4.0,0.0,0.0,8.0,0.4806967656573784,0.002266535406030358,0.001089516238926726,0.002540987652966634,2.768447310819456e-06,111.00005840098112,0.13558041597911966,19,11.0,30.0,0.002342103208681396,0.016189962223421478,57.88831827588479,4
54,1144070000,망원제2동,714,747,1461,마포구,0.0,0.0,0.0,257.0,11.0,68.0,2.0,10.0,1.0,14.0,0.8011612760956306,0.005883834336866687,0.0047139002256594035,0.0020034446632402874,9.444038250144517e-06,79.00005840098112,0.1268015940944771,23,14.0,37.0,0.0028885939573737216,0.025325119780971937,43.89734104746371,4
55,1156056000,당산제2동,1350,1113,2463,영등포구,0.0,0.0,0.0,182.0,8.0,62.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.004166762059570961,0.0024480488331440012,0.003377470366571408,8.268212389863578e-06,63.00005840098114,0.1250126251477764,35,22.0,57.0,0.004449996096494652,0.023142509135200974,28.092749395050312,3
56,1126065500,망우본동,792,845,1637,중랑구,0.0,0.0,0.0,103.0,5.0,83.0,3.0,20.0,1.0,9.0,0.5341075173970871,0.0023581125941527967,0.0012594856634057547,0.0022447904953623206,2.827281446258345e-06,104.00005840098112,0.1246918557900827,14,14.0,28.0,0.002185962994769303,0.01710445937690898,57.042070743398895,4
57,1120054000,마장동,660,749,1409,성동구,62.0,12.0,3.0,119.0,6.0,32.0,1.0,0.0,0.0,10.0,0.5875182691367957,0.0027244213466425518,0.0016006473139787698,0.0019321379401133231,3.092671404078864e-06,107.00005840098112,0.12146286449388165,12,5.0,17.0,0.001327191818252791,0.0120652945351313,91.51869595894883,4
58,1138052000,불광제1동,1371,1219,2590,은평구,0.0,0.0,0.0,189.0,8.0,54.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.004327022138785229,0.002542204557495693,0.0035516233249776475,9.028953003266184e-06,55.00005840098114,0.11476551923045353,24,18.0,42.0,0.003278944492153954,0.016216216216216217,35.0007508529257,4
59,1174060000,천호제1동,786,769,1555,강동구,0.0,0.0,0.0,119.0,5.0,109.0,3.0,0.0,0.0,8.0,0.4806967656573784,0.0027244213466425518,0.0013096205296189935,0.002132345278123646,2.7925631524668493e-06,110.00005840098112,0.11275132249214614,14,12.0,26.0,0.0020298227808572098,0.016720257234726688,55.54737268468846,4
60,1123057000,전농제2동,761,832,1593,동대문구,0.0,0.0,0.0,232.0,11.0,68.0,2.0,0.0,0.0,13.0,0.7477505243559218,0.005311476911101445,0.003971659645380477,0.0021844540373318123,8.675907947259217e-06,69.00005840098113,0.11270653437111193,14,11.0,25.0,0.0019517526739011633,0.015693659761456372,57.746319950382905,4
61,1123066000,장안제2동,1630,1480,3110,동대문구,20.0,4.0,1.0,103.0,6.0,29.0,1.0,0.0,0.0,8.0,0.4806967656573784,0.0023581125941527967,0.0011335370970651795,0.004264690556247292,4.834184953009841e-06,54.00005840098114,0.11070135939690454,37,48.0,85.0,0.006635959091263955,0.027331189710610933,16.682043676646472,3
62,1171054000,마천1동,682,786,1468,송파구,0.0,0.0,0.0,89.0,4.0,126.0,3.0,0.0,0.0,7.0,0.4272860139176696,0.002037592435724261,0.0008706347498494149,0.0020130436451996857,1.7526257504743831e-06,127.00005840098112,0.10923851539829303,11,5.0,16.0,0.0012491217112967445,0.010899182561307902,87.45225898354596,4
63,1174055000,고덕제1동,2060,2035,4095,강동구,0.0,0.0,0.0,188.0,10.0,29.0,1.0,0.0,0.0,11.0,0.6409290208765044,0.004304127841754619,0.00275864044334309,0.005615404446248444,1.5490881811149564e-05,30.000058400981136,0.10797248039633804,19,13.0,32.0,0.002498243422593489,0.007814407814407814,43.21935941864668,4
64,1162052500,보라매동,672,676,1348,관악구,0.0,0.0,0.0,110.0,5.0,134.0,2.0,0.0,0.0,7.0,0.4272860139176696,0.0025183726733670644,0.0010760654211621984,0.0018484896687528452,1.9890958139205034e-06,135.00005840098115,0.1066276067415364,19,9.0,28.0,0.002185962994769303,0.020771513353115726,48.7783219554407,4
65,1138060000,응암제3동,569,667,1236,은평구,0.0,0.0,0.0,138.0,8.0,97.0,3.0,0.0,0.0,11.0,0.6409290208765044,0.0031594129902241352,0.002024959474368864,0.0016949059574024607,3.4321158766063423e-06,98.00005840098112,0.1064588761858876,16,15.0,31.0,0.0024201733156374423,0.025080906148867314,43.988120808549496,4
66,1162059500,청룡동,649,666,1315,관악구,0.0,0.0,0.0,212.0,9.0,89.0,2.0,0.0,0.0,11.0,0.6409290208765044,0.004853590970489251,0.0031108073084507182,0.0018032373252299641,5.6095238501964966e-06,90.00005840098112,0.1040173094908512,17,9.0,26.0,0.0020298227808572098,0.01977186311787072,51.24452758724281,4
67,1135067000,상계5동,702,869,1571,노원구,53.0,10.0,2.0,105.0,5.0,35.0,1.0,0.0,0.0,8.0,0.4806967656573784,0.002403901188214016,0.0011555475261344065,0.002154285808316558,2.4893796363866583e-06,99.00005840098112,0.10252032429319276,27,19.0,46.0,0.00359122491997814,0.02928071292170592,28.547452910250133,3
68,1159066000,대방동,1534,1953,3487,동작구,0.0,0.0,0.0,361.0,17.0,20.0,1.0,0.0,0.0,18.0,1.0148042830544657,0.008264841228050093,0.008387196276990362,0.004781664298917784,4.010475700570096e-05,21.00005840098114,0.1019018050121184,27,45.0,72.0,0.00562104770083535,0.020648121594493835,18.12861417222534,3
69,1117051000,후암동,565,580,1145,용산구,0.0,0.0,0.0,129.0,7.0,109.0,3.0,0.0,0.0,10.0,0.5875182691367957,0.0029533643169486483,0.0017351554916240448,0.0015701191919302731,2.724400938382121e-06,110.00005840098112,0.10147216197131696,18,6.0,24.0,0.0018736825669451167,0.02096069868995633,54.156538445441626,4
70,1147068000,신정7동,1272,1674,2946,양천구,0.0,0.0,0.0,232.0,11.0,35.0,1.0,0.0,0.0,12.0,0.6943397726162132,0.005311476911101445,0.003687969670710444,0.004039800121769943,1.4898660324819904e-05,36.00005840098114,0.10097994414112466,28,36.0,64.0,0.004996486845186978,0.02172437202987101,20.210189132869775,3
71,1150059000,화곡본동,1345,1186,2531,강서구,0.0,0.0,0.0,180.0,8.0,48.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.004120973465509742,0.0024211471976149463,0.0034707176198912845,8.403118239112598e-06,49.00005840098114,0.0999165095123794,26,22.0,48.0,0.0037473651338902334,0.018964836033188465,26.66313688216808,3
72,1154563000,독산제3동,575,607,1182,금천구,0.0,0.0,0.0,141.0,7.0,102.0,3.0,0.0,0.0,10.0,0.5875182691367957,0.003228095881315964,0.0018965653047983747,0.0016208566680013822,3.074060520582519e-06,103.00005840098112,0.09808519473686553,11,8.0,19.0,0.001483332032164884,0.016074450084602367,66.12490838865845,4
73,1147057000,신월2동,849,888,1737,양천구,0.0,0.0,0.0,122.0,5.0,84.0,3.0,0.0,0.0,8.0,0.4806967656573784,0.00279310423773438,0.0013426361732228338,0.002381918809068021,3.1980503547345775e-06,85.00005840098112,0.0973234236120795,17,12.0,29.0,0.0022640331017253494,0.01669545192861255,42.98674941541815,4
74,1138059000,응암제2동,1637,1146,2783,은평구,20.0,4.0,1.0,79.0,4.0,0.0,0.0,40.0,1.0,6.0,0.3738752621779609,0.0018086494654181644,0.000676209293071245,0.0038162809704296494,2.5806046571754787e-06,65.00005840098113,0.09274293147095157,13,7.0,20.0,0.0015614021391209306,0.007186489399928135,59.39721046057093,4
75,1135060000,공릉2동,1781,2097,3878,노원구,20.0,4.0,1.0,225.0,11.0,0.0,0.0,0.0,0.0,12.0,0.6943397726162132,0.005151216831887177,0.003576694723749353,0.0053178360055070725,1.9020275982661482e-05,25.000058400981136,0.09230984171076154,36,21.0,57.0,0.004449996096494652,0.014698298091799896,20.743802850406045,3
76,1153056000,구로제5동,898,754,1652,구로구,20.0,4.0,1.0,149.0,7.0,44.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.0034112502575608422,0.0020041718469145943,0.0022653597424181753,4.540170218888203e-06,69.00005840098113,0.09183495393201713,24,9.0,33.0,0.0025763135295495355,0.019975786924939468,35.64587651258204,4
77,1138058000,응암제1동,946,1093,2039,은평구,40.0,8.0,1.0,145.0,6.0,19.0,1.0,0.0,0.0,8.0,0.4806967656573784,0.003319673069438403,0.001595756107518942,0.0027960463164592372,4.461807986395668e-06,68.00005840098113,0.09139550711847563,27,20.0,47.0,0.003669295026934187,0.0230505149583129,24.908192567671367,3
