44,신도림,2,구로구,신도림동,서울특별시 구로구 신도림동 460-26 2호선 신도림역,1153010100,신도림동,1153051000,신도림동
45,문래,2,영등포구,문래동3가,서울특별시 영등포구 문래동3가 68-1문래역,1156012100,문래동3가,1156060500,문래동
46,영등포구청,2,영등포구,당산동3가,서울특별시 영등포구 당산동3가 270-1 영등포구청역(2호선),1156011300,당산동3가,1156055000,당산제1동
47,당산,2,영등포구,당산동,서울특별시 영등포구 당산동 6가 323-1 당산역,1156011600,당산동6가,1156056000,당산제2동
48,합정,2,마포구,서교동,서울특별시 마포구 서교동 393 합정역(2호선),1144012000,서교동,1144066000,서교동
49,홍대입구,2,마포구,동교동,서울특별시 마포구 동교동 165 홍대입구역,1144012100,동교동,1144066000,서교동
50,신촌,2,마포구,노고산동,서울특별시 마포구 노고산동 31-11 신촌역,1144011000,노고산동,1141058500,신촌동
51,이대,2,마포구,염리동,서울특별시 마포구 염리동 8-85 이대역,1144010900,염리동,1144060000,대흥동
52,아현,2,마포구,아현동,서울특별시 마포구 아현동 354-23 아현역,1144010100,아현동,1144055500,아현동
53,충정로(경기대입구),2,서대문구,충정로3가,서울특별시 서대문구 충정로3가 319-1 충정로역(2호선),1141010200,충정로3가,1141056500,충현동
54,용답,2,성동구,용답동,서울특별시 성동구 용답동 127 용답역,1120012200,용답동,1120055000,사근동
55,신답,2,성동구,용답동,서울특별시 성동구 용답동 129-2 신답역,1120012200,용답동,1120079000,용답동
56,용두(동대문구청),2,동대문구,용두동,서울특별시 동대문구 용두동 47-1 용두역,1123010200,용두동,1123053600,용신동
57,신설동,2,동대문구,신설동,서울특별시 동대문구 신설동 76-5 신설동역(2호선),1123010100,신설동,1123053600,용신동
58,도림천,2,구로구,신도림동,서울특별시 구로구 신도림동 323-16 도림천역,1153010100,신도림동,1153051000,신도림동
59,양천구청,2,양천구,신정동,서울특별시 양천구 신정동 276-7 양천구청역,1147010100,신정동,1147068000,신정7동
60,신정네거리,2,양천구,신정동,서울특별시 양천구 신정동 1231 신정네거리역,1147010100,신정동,1147064000,신정3동
61,까치산,2,강서구,화곡동,서울특별시 강서구 화곡동 662-5 까치산역,1150010300,화곡동,1150059300,화곡제8동
62,지축,3,고양시 덕양구,덕양구,경기도 고양시 덕양구 지축동 818-64 3호선 지축역,4128110900,지축동,4128156000,효자동
63,구파발,3,은평구,진관동,서울특별시 은평구 진관동 67-26 3호선 구파발역사무소,1138011400,진관동,1138069000,진관동
64,연신내,3,은평구,갈현동,서울특별시 은평구 갈현동 397 연신내역(3호선),1138010400,갈현동,1138053000,불광제2동
65,불광,3,은평구,대조동,서울특별시 은평구 대조동 14-1 불광역(3호선),1138010600,대조동,1138057000,대조동
66,녹번,3,은평구,녹번동,서울특별시 은평구 녹번동 55 지하철3호선 녹번역,1138010200,녹번동,1138051000,녹번동
67,홍제,3,서대문구,홍제동,서울특별시 서대문구 홍제동 161-1 홍제역,1141011100,홍제동,1141064000,홍제제3동
68,무악재,3,서대문구,홍제동,서울특별시 서대문구 홍제동 26-1 무악재역,1141011100,홍제동,1141065500,홍제제2동
69,독립문,3,서대문구,현저동,서울특별시 서대문구 현저동 101 독립문역,1141010900,현저동,1141052000,천연동
70,경복궁(정부서울청사),3,종로구,적선동,서울특별시 종로구 적선동 81-1 3호선 경복궁역,1111010700,적선동,1111053000,사직동
71,안국,3,종로구,안국동,서울특별시 종로구 안국동 155-2 3호선 안국역,1111014100,안국동,1111061500,종로1.2.3.4가동
72,종로3가,3,종로구,묘동,서울특별시 종로구 묘동 59 종로3가역(3호선),1111015100,묘동,1111061500,종로1.2.3.4가동
73,을지로3가,3,중구,을지로3가,서울특별시 중구 을지로3가 282-8 을지로3가역(3호선),1114015500,을지로3가,1114060500,을지로동
74,충무로,3,중구,필동2가,"서울특별시 중구 필동2가 16-2 충무로역(3, 4호선)",1114013800,필동2가,1114057000,필동
75,동대입구,3,중구,장충동2가,서울특별시 중구 장충동2가 199-3 동대입구역 3호선,1114014400,장충동2가,1114058000,장충동
76,약수,3,중구,신당동,서울특별시 중구 신당동 369-44 약수역(3호선),1114016200,신당동,1114063500,약수동
77,금호,3,성동구,금호동4가,서울특별시 성동구 금호동4가 1470 금호역,1120011200,금호동4가,1120062000,금호4가동
78,옥수,3,성동구,옥수동,서울특별시 성동구 옥수동 168-1 옥수역,1120011300,옥수동,1120064500,옥수동
79,압구정,3,강남구,신사동,서울특별시 강남구 신사동 668 압구정역,1168010700,신사동,1168051000,신사동
80,신사,3,강남구,신사동,서울특별시 강남구 신사동 667 신사역,1168010700,신사동,1168052100,논현1동
81,잠원,3,서초구,잠원동,서울특별시 서초구 잠원동 100-1 잠원역,1165010600,잠원동,1165054000,잠원동
82,고속터미널,3,서초구,반포동,서울특별시 서초구 반포동 19-11 고속터미널역(3호선),1165010700,반포동,1165058100,반포4동
83,교대(법원·검찰청),3,서초구,서초동,서울특별시 서초구 서초동 1748-4 교대역(3호선),1165010800,서초동,1165051000,서초1동
84,남부터미널(예술의전당),3,서초구,서초동,서울특별시 서초구 서초동 1748-30 남부터미널역,1165010800,서초동,1165051000,서초1동
85,양재(서초구청),3,서초구,서초동,서울특별시 서초구 서초동 1366-9 양재역,1165010800,서초동,1165065100,양재1동
86,매봉,3,강남구,도곡동,서울특별시 강남구 도곡동 179-2 매봉역,1168011800,도곡동,1168065500,도곡1동
87,도곡,3,강남구,도곡동,서울특별시 강남구 도곡동 339-2 도곡역,1168011800,도곡동,1168065600,도곡2동
88,대치,3,강남구,대치동,서울특별시 강남구 대치동 317-3 대치역,1168010600,대치동,1168061000,대치2동
89,학여울,3,강남구,대치동,서울특별시 강남구 대치동 514-3 학여울역,1168010600,대치동,1168061000,대치2동
90,대청,3,강남구,일원동,서울특별시 강남구 일원동 700-9 대청역,1168011400,일원동,1168074000,일원2동
91,일원,3,강남구,일원동,서울특별시 강남구 일원동 717 일원역,1168011400,일원동,1168072000,일원본동
92,수서,3,강남구,수서동,서울특별시 강남구 수서동 728 수서역,1168011500,수서동,1168075000,수서동
93,가락시장,3,송파구,가락동,서울특별시 송파구 가락동 184-23 가락시장역,1171010700,가락동,1171063100,가락1동
94,경찰병원,3,송파구,가락동,서울특별시 송파구 가락동 10-15 경찰병원역,1171010700,가락동,1171062000,가락본동
95,오금,3,송파구,오금동,서울특별시 송파구 오금동 44-2 오금역,1171011200,오금동,1171057000,오금동
96,당고개,4,노원구,상계동,서울특별시 노원구 상계동 111 당고개역,1135010500,상계동,1135066500,상계3.4동
97,상계,4,노원구,상계동,서울특별시 노원구 상계동 156-203 상계역,1135010500,상계동,1135067000,상계5동
98,노원,4,노원구,상계동,서울특별시 노원구 상계동 602-5 노원역(4호선),1135010500,상계동,1135064000,상계2동
99,창동,4,도봉구,창동,서울특별시 도봉구 창동 135-1 창동역,1132010700,창동,1132051500,창제5동
100,쌍문,4,도봉구,창동,서울특별시 도봉구 창동 703-4 쌍문역,1132010700,창동,1132051100,창제1동
101,수유(강북구청),4,강북구,수유동,서울특별시 강북구 수유동 140 수유역,1130510300,수유동,1130563500,수유3동
102,미아(서울사이버대학),4,강북구,미아동,서울특별시 강북구 미아동 194-1 미아역,1130510100,미아동,1130553500,미아동
103,미아사거리,4,강북구,미아동,서울특별시 강북구 미아동 66-1 미아사거리역,1130510100,미아동,1130554500,송중동
104,길음,4,성북구,길음동,서울특별시 성북구 길음동 877-66 길음역,1129013400,길음동,1129066000,길음제1동
105,성신여대입구(돈암),4,성북구,동선동4가,서울특별시 성북구 동선동4가 1 성신여대입구역,1129011900,동선동4가,1129055500,삼선동
106,한성대입구(삼선교),4,성북구,삼선동1가,서울특별시 성북구 삼선동1가 14 한성대입구역,1129011100,삼선동1가,1129055500,삼선동
107,혜화,4,종로구,명륜4가,서울특별시 종로구 명륜4가 96-5 4호선 혜화역,1111017200,명륜4가,1111064000,이화동
108,동대문,4,종로구,종로6가,서울특별시 종로구 종로6가 287-1 동대문역(4호선),1111016400,종로6가,1111063000,종로5.6가동
109,동대문역사문화공원,4,중구,광희동2가,서울특별시 중구 광희동2가 9 동대문역사문화공원역(4호선),1114014600,광희동2가,1114059000,광희동
110,충무로,4,중구,필동2가,"서울특별시 중구 필동2가 16-2 충무로역(3, 4호선)",1114013800,필동2가,1114057000,필동
111,명동,4,중구,충무로2가,서울특별시 중구 충무로2가 109-2 명동역 4호선,1114012500,충무로2가,1114055000,명동
112,회현(남대문시장),4,중구,남창동,서울특별시 중구 남창동 64-1 회현역 4호선,1114011200,남창동,1114054000,회현동
113,서울역,4,용산구,용산구,서울특별시 중구 용산구 동자동 14-151 서울역(4호선),,,,
114,숙대입구(갈월),4,용산구,갈월동,서울특별시 용산구 갈월동 16-7 숙대입구역,1117010400,갈월동,1117053000,남영동
115,삼각지,4,용산구,한강로1가,서울특별시 용산구 한강로1가 228-1 삼각지역(4호선),1117012400,한강로1가,1117062500,한강로동
116,신용산,4,용산구,한강로2가,서울특별시 용산구 한강로2가 181 4호선 신용산역,1117012500,한강로2가,1117062500,한강로동
117,이촌(국립중앙박물관),4,용산구,용산동5가,서울특별시 용산구 용산동5가 17-112 4호선 이촌역,1117012700,용산동5가,1117062500,한강로동
118,동작(현충원),4,동작구,동작동,서울특별시 동작구 동작동 327-1 4호선 동작역,1159010600,동작동,1159063000,사당제2동
119,총신대입구(이수),4,동작구,사당동,서울특별시 동작구 사당동 736-1 총신대역4호선,1159010700,사당동,1159063000,사당제2동
120,사당,4,동작구,사당동,서울특별시 동작구 사당동 588-4 사당역(4호선),1159010700,사당동,1159062000,사당제1동
121,남태령,4,서초구,방배동,서울특별시 서초구 방배동 2909 남태령역,1165010100,방배동,1165061000,방배2동
122,방화,5,강서구,방화동,서울특별시 강서구 방화동 829-15 방화역,1150010900,방화동,1150064100,방화제3동
123,개화산,5,강서구,방화동,서울특별시 강서구 방화동 846 개화산역,1150010900,방화동,1150064000,방화제2동
124,김포공항,5,강서구,방화동,서울특별시 강서구 방화동 886 김포공항역,1150010900,방화동,1150062000,공항동
125,송정,5,강서구,공항동,서울특별시 강서구 공항동 29-5 송정역,1150010800,공항동,1150062000,공항동
126,마곡,5,강서구,가양동,서울특별시 강서구 가양동 530-6 마곡역,1150010500,마곡동,1150062000,공항동
127,발산,5,강서구,가양동,서울특별시 강서구 가양동 967-3 발산역,,,,
128,우장산,5,강서구,화곡동,서울특별시 강서구 화곡동 1089-3 우장산역,1150010300,화곡동,1150061500,우장산동
129,화곡,5,강서구,화곡동,서울특별시 강서구 화곡동 1089-54 화곡역,1150010300,화곡동,1150054000,화곡제1동
130,까치산,5,강서구,화곡동,서울특별시 강서구 화곡동 662-5 까치산역(5호선),1150010300,화곡동,1150059300,화곡제8동
131,신정(은행정),5,양천구,신정동,서울특별시 양천구 신정동 1090 신정역,1147010100,신정동,1147065000,신정4동
132,목동,5,양천구,목동,서울특별시 양천구 목동 926-3 목동역,1147010200,목동,1147051000,목1동
133,오목교(목동운동장앞),5,양천구,목동,서울특별시 양천구 목동 406-30 오목교역,1147010200,목동,1147051000,목1동
134,양평,5,영등포구,양평동2가,"서울특별시 영등포구 양평동2가 33-79 양평역 ",1156012600,양평동2가,1156061000,양평제1동
135,영등포구청,5,영등포구,당산동3가,서울특별시 영등포구 당산동3가 556-1 영등포구청역(5호선),1156011300,당산동3가,1156055000,당산제1동
136,영등포시장,5,영등포구,영등포동5가,서울특별시 영등포구 영등포동5가 62-1 영등포시장역,1156010600,영등포동5가,1156053500,영등포동
137,신길,5,영등포구,영등포동1가,서울특별시 영등포구 영등포동1가 35 신길역,1156010200,영등포동1가,1156053500,영등포동
138,여의도,5,영등포구,여의도동,서울특별시 영등포구 여의도동 3 여의도역,1156011000,여의도동,1156054000,여의동
139,여의나루,5,영등포구,여의도동,서울특별시 영등포구 여의도동 84-4 여의나루역,1156011000,여의도동,1156054000,여의동
140,마포,5,마포구,도화동,서울특별시 마포구 도화동 160 마포역,1144010400,도화동,1144059000,용강동
141,공덕,5,마포구,공덕동,"서울특별시 마포구 공덕동 423-29 공덕역(5, 6호선)",1144010200,공덕동,1144055500,아현동
142,애오개,5,마포구,아현동,서울특별시 마포구 아현동 612 애오개역,1144010100,아현동,1144055500,아현동
143,충정로(경기대입구),5,서대문구,충정로3가,서울특별시 서대문구 충정로3가 248-1 충정로역(5호선),1141010200,충정로3가,1141056500,충현동
144,서대문,5,종로구,평동,서울특별시 종로구 평동 210 서대문역,1111017700,평동,1141056500,충현동
145,광화문(세종문화회관),5,종로구,세종로,서울특별시 종로구 세종로 1-90 광화문역,1111011900,세종로,1111053000,사직동
146,종로3가(탑골공원),5,종로구,낙원동,서울특별시 종로구 낙원동 126 종로3가역(5호선),1111013700,낙원동,1111061500,종로1.2.3.4가동
147,을지로4가,5,중구,을지로4가,서울특별시 중구 을지로4가 192 을지로4가역(5호선),1114015000,을지로4가,1114060500,을지로동
148,동대문역사문화공원,5,중구,광희동1가,서울특별시 중구 광희동1가 235-6 동대문역사문화공원역(5호선),1114014500,광희동1가,1114059000,광희동
149,청구,5,중구,신당동,"서울특별시 중구 신당동 295-2 청구역(5, 6호선)",1114016200,신당동,1114061500,신당동
150,신금호,5,성동구,금호동2가,서울특별시 성동구 금호동2가 223-1 신금호역,1120011000,금호동2가,1120061500,금호2.3가동
151,행당,5,성동구,행당동,서울특별시 성동구 행당동 317-241 행당역,1120010700,행당동,1120057000,행당제2동
152,왕십리(성동구청),5,성동구,행당동,서울특별시 성동구 행당동 192 왕십리역(5호선),1120010700,행당동,1120056000,행당제1동
153,마장,5,성동구,마장동,서울특별시 성동구 마장동 772 마장역,1120010500,마장동,1120054000,마장동
154,답십리,5,성동구,용답동,서울특별시 성동구 용답동 99 답십리역,1120012200,용답동,1120079000,용답동
155,장한평,5,동대문구,장안동,서울특별시 동대문구 장안동 472-3 장한평역,1123010600,장안동,1120079000,용답동
156,군자(능동),5,광진구,능동,"서울특별시 광진구 능동 275-5 군자역(5, 7호선)",1121510200,능동,,
157,아차산(어린이대공원후문),5,광진구,능동,서울특별시 광진구 능동 256-16 아차산역,1121510200,능동,1121578000,능동
158,광나루(장신대),5,광진구,광장동,서울특별시 광진구 광장동 237 광나루역,1121510400,광장동,1121581000,광장동
159,천호(풍납토성),5,강동구,천호동,"서울특별시 강동구 천호동 455 천호역(5, 8호선)",1174010900,천호동,1174061000,천호제2동
160,강동,5,강동구,천호동,서울특별시 강동구 천호동 447 강동역,1174010900,천호동,1174065000,성내제2동
161,길동,5,강동구,길동,서울특별시 강동구 길동 378 길동역,1174010500,길동,1174068500,길동
162,굽은다리(강동구민회관앞),5,강동구,명일동,서울특별시 강동구 명일동 345-12 굽은다리역,1174010100,명일동,1174053000,명일제1동
163,명일,5,강동구,명일동,서울특별시 강동구 명일동 312 명일역,1174010100,명일동,1174053000,명일제1동
164,고덕,5,강동구,고덕동,서울특별시 강동구 고덕동 310 고덕역,1174010200,고덕동,1174055000,고덕제1동
165,상일동,5,강동구,상일동,서울특별시 강동구 상일동 148 상일동역,1174010300,상일동,1174052000,상일동
166,둔촌동,5,강동구,둔촌동,서울특별시 강동구 둔촌동 416 둔촌동역,1174010600,둔촌동,1174066000,성내제3동
167,올림픽공원(한국체대),5,송파구,방이동,서울특별시 송파구 방이동 89-28 올림픽공원역,1171011100,방이동,1171056600,오륜동
168,방이,5,송파구,방이동,서울특별시 송파구 방이동 217-2 방이역,1171011100,방이동,1171056100,방이1동
169,오금,5,송파구,오금동,서울특별시 송파구 오금동 44-2 오금역,1171011200,오금동,1171057000,오금동
170,개롱,5,송파구,오금동,서울특별시 송파구 오금동 165-2 개롱역,,,,
171,거여,5,송파구,거여동,서울특별시 송파구 거여동 20-14 거여역,1171011300,거여동,1171053100,거여1동
172,마천,5,송파구,마천동,서울특별시 송파구 마천동 307-4 마천역,1171011400,마천동,1171054000,마천1동
173,응암,6,은평구,역촌동,서울특별시 은평구 역촌동 85-41 응암역,1138010800,역촌동,1138062500,역촌동
174,역촌,6,은평구,녹번동,서울특별시 은평구 녹번동 144-69 역촌역,1138010200,녹번동,1138051000,녹번동
175,불광,6,은평구,대조동,서울특별시 은평구 대조동 14-1 불광역(6호선),1138010600,대조동,1138057000,대조동
176,독바위,6,은평구,불광동,서울특별시 은평구 불광동 13-33 독바위역,1138010300,불광동,1138052000,불광제1동
177,연신내,6,은평구,갈현동,서울특별시 은평구 갈현동 397 연신내역,1138010400,갈현동,1138053000,불광제2동
178,구산,6,은평구,구산동,서울특별시 은평구 구산동 1 구산역,1138010500,구산동,1138056000,구산동
179,새절(신사),6,은평구,신사동,서울특별시 은평구 신사동 337-5 새절역,1138010900,신사동,1138063200,신사제2동
180,증산(명지대앞),6,은평구,증산동,서울특별시 은평구 증산동 199-8 증산역,1138011000,증산동,1138064000,증산동
181,디지털미디어시티,6,은평구,수색동,서울특별시 은평구 수색동 37-36 디지털미디어시티역,,,,
182,월드컵경기장(성산),6,마포구,성산동,서울특별시 마포구 성산동 420 월드컵경기장역,1144012500,성산동,1144073000,성산제2동
183,마포구청,6,마포구,성산동,서울특별시 마포구 성산동 592 마포구청역,1144012500,성산동,1144073000,성산제2동
184,망원,6,마포구,망원동,서울특별시 마포구 망원동 378 망원역,1144012300,망원동,1144066000,서교동
185,합정,6,마포구,합정동,서울특별시 마포구 합정동 414 합정역(6호선),1144012200,합정동,1144068000,합정동
186,상수,6,마포구,상수동,서울특별시 마포구 상수동 309-10 상수역,1144011500,상수동,1144065500,서강동
187,광흥창(서강),6,마포구,창전동,서울특별시 마포구 창전동 145-17 광흥창역,1144011400,창전동,1144065500,서강동
188,대흥(서강대앞),6,마포구,대흥동,서울특별시 마포구 대흥동 128-1 대흥역,1144010800,대흥동,1144060000,대흥동
189,공덕,6,마포구,공덕동,"서울특별시 마포구 공덕동 423-29 공덕역(5, 6호선)",1144010200,공덕동,1144055500,아현동
190,효창공원앞,6,용산구,효창동,서울특별시 용산구 효창동 80 효창공원앞역,1117011900,효창동,1117058000,효창동
191,삼각지,6,용산구,한강로1가,서울특별시 용산구 한강로1가 228-1 삼각지역(6호선),1117012400,한강로1가,1117062500,한강로동
192,녹사평(용산구청),6,용산구,용산동,서울특별시 용산구 용산동 4가 4 녹사평역,1117010300,용산동4가,1117052000,용산2가동
193,이태원,6,용산구,이태원동,서울특별시 용산구 이태원동 119-23 이태원역,1117013000,이태원동,1117065000,이태원제1동
194,한강진,6,용산구,한남동,서울특별시 용산구 한남동 726-494 한강진역,1117013100,한남동,1117068500,한남동
195,버티고개,6,중구,신당동,서울특별시 중구 신당동 366-454 버티고개역,1114016200,신당동,1114063500,약수동
196,약수,6,중구,신당동,서울특별시 중구 신당동 369-2 약수역(6호선),1114016200,신당동,1114062500,다산동
197,청구,6,중구,신당동,"서울특별시 중구 신당동 295-2 청구역(5, 6호선)",1114016200,신당동,1114061500,신당동
198,신당,6,중구,흥인동,서울특별시 중구 흥인동 162-1 신당역(6호선),1114016300,흥인동,1114061500,신당동
199,동묘앞,6,종로구,창신동,서울특별시 종로구 창신동 263-2 동묘앞역(6호선),,,,
200,창신,6,종로구,창신동,서울특별시 종로구 창신동 20-8 창신역,1111017400,창신동,1111069000,창신제3동
201,보문,6,성북구,보문동,서울특별시 성북구 보문동 1가 127-1 보문역,1129013000,보문동1가,1129061000,보문동
202,안암(고대병원앞),6,성북구,안암동5가,서울특별시 성북구 안암동5가 146-1 안암역,1129012500,안암동5가,1129060000,안암동
203,고려대(종암),6,성북구,종암동,서울특별시 성북구 종암동 29-18 고려대역,1129013500,종암동,1129070500,종암동
204,월곡(동덕여대),6,성북구,하월곡동,서울특별시 성북구 하월곡동 35-1 월곡역,1129013600,하월곡동,1129072500,월곡제2동
205,상월곡(한국과학기술연구원),6,성북구,상월곡동,서울특별시 성북구 상월곡동 26-1 상월곡역,1129013700,상월곡동,1129072500,월곡제2동
206,돌곶이,6,성북구,석관동,서울특별시 성북구 석관동 349-8 돌곶이역,1129013900,석관동,1129077000,장위제2동
207,석계,6,노원구,월계동,서울특별시 노원구 월계동 25-2 석계역,1135010200,월계동,1135058000,월계3동
208,태릉입구,6,노원구,공릉동,"서울특별시 노원구 공릉동 616-4 태릉입구역(6, 7호선)",1135010300,공릉동,1135059500,공릉1동
209,화랑대(서울여대입구),6,노원구,공릉동,서울특별시 노원구 공릉동 285-2 화랑대역,1135010300,공릉동,1135060000,공릉2동
210,봉화산(서울의료원),6,중랑구,신내동,서울특별시 중랑구 신내동 643-1 봉화산역,1126010600,신내동,1126069000,신내2동
211,장암,7,경기도 의정부시,장암동,경기도 의정부시 장암동 160-8 장암역,4115010300,장암동,4115056100,장암동
212,도봉산,7,도봉구,도봉동,서울특별시 도봉구 도봉동 38-3 도봉산역,1132010800,도봉동,1132052200,도봉제2동
213,수락산,7,노원구,상계동,서울특별시 노원구 상계동 1132-9 수락산역,1135010500,상계동,1135063000,상계1동
214,마들,7,노원구,상계동,서울특별시 노원구 상계동 650 마들역,1135010500,상계동,1135070000,상계8동
215,노원,7,노원구,상계동,서울특별시 노원구 상계동 729-0 노원역(7호선),1135010500,상계동,1135064000,상계2동
216,중계,7,노원구,중계동,서울특별시 노원구 중계동 503-3 중계역,1135010600,중계동,1135062500,중계2.3동
217,하계,7,노원구,하계동,서울특별시 노원구 하계동 273-5 하계역,1135010400,하계동,1135061200,하계2동
218,공릉(서울과학기술대),7,노원구,공릉동,서울특별시 노원구 공릉동 385-4 공릉역,1135010300,공릉동,1135059500,공릉1동
219,태릉입구,7,노원구,공릉동,"서울특별시 노원구 공릉동 616-4 태릉입구역(6, 7호선)",1135010300,공릉동,1135059500,공릉1동
220,먹골,7,중랑구,묵동,서울특별시 중랑구 묵동 189-5 먹골역,1126010400,묵동,1126062000,묵제1동
221,중화,7,중랑구,중화동,서울특별시 중랑구 중화동 50-3 중화역,1126010300,중화동,1126060000,중화제1동
222,상봉(시외버스터미널),7,중랑구,상봉동,서울특별시 중랑구 상봉동 160-7 상봉역,1126010200,상봉동,1126059000,상봉제2동
223,면목,7,중랑구,면목동,서울특별시 중랑구 면목동 282-6 면목역,1126010100,면목동,1126056500,면목본동
224,사가정,7,중랑구,면목동,서울특별시 중랑구 면목동 495 사가정역,1126010100,면목동,1126057500,면목제3.8동
