,행정동코드,시군구명,행정동명,공동주택_개수,공동주택_건축면적(㎡),공동주택_건폐율(%),공동주택_연면적(㎡),공동주택_용적률(%),공동주택_세대수,공동주택_가구수,단독주택_개수,단독주택_건축면적(㎡),단독주택_건폐율(%),단독주택_가구수,공장_개수,공장_건축면적(㎡),동별총학원,동별입시학원수,버스정류장,도서관,박물관/미술관,공원,지하철역,병원수,유통개수,5~9세,10~14세,5~14세,아동 비율
0,1111051500,종로구,청운효자동,379,125.26968073878625,52.55574330343004,191.9282774670185,964.553176781003,7.379947229551451,0.005277044854881266,1559.0,23.462011545862712,13.678552790891592,1.3040410519563823,1.0,0.0,58.38085596810366,5.365593072514328,25.0,3.0,1.0,0.0,0.0,6,0,1679,1178,2857,0.101799394
1,1111053000,종로구,사직동,98,348.2110204081634,44.99142857142857,153.29079693877554,3228.286530612245,17.010204081632654,0.07142857142857142,946.0,12.173044397462997,8.226059909090909,1.1807610993657505,4.0,0.0,44.44756416645901,4.085029902815848,24.0,0.0,5.0,2.0,2.0,37,1,1581,1750,3331,0.09942393199999999
2,1111054000,종로구,삼청동,14,203.55928571428572,34.089285714285715,113.1657142857143,746.2496428571429,4.357142857142857,0.0,729.0,18.521755829903988,11.591167262002747,1.2263374485596708,2.0,0.0,13.501850236730625,1.2409107899327187,23.0,1.0,7.0,1.0,0.0,86,0,827,809,1636,0.059029406
3,1111055000,종로구,부암동,246,124.50447154471549,24.58099797560975,61.00718537398375,902.0875813008133,6.914634146341464,0.06910569105691057,1109.0,33.16287646528399,11.441231070333643,1.2200180342651037,1.0,0.0,47.32686892599053,4.349657363568403,60.0,0.0,5.0,0.0,0.0,12,0,261,193,454,0.030142079
4,1111056000,종로구,평창동,454,389.5238832599123,20.485875381057262,59.479189268722486,1422.534819383262,8.8568281938326,0.0022026431718061676,1625.0,67.45296092307687,15.599883861538475,1.156923076923077,2.0,0.0,84.90769997508099,7.80358833790182,34.0,1.0,6.0,0.0,0.0,65,5,398,336,734,0.029561015
5,1111057000,종로구,무악동,84,284.3131404761904,4.696785714285714,17.65952380952381,4229.539255952382,35.166666666666664,0.05952380952380952,107.0,7.313644859813084,5.80466423364486,1.0654205607476634,0.0,0.0,39.4700909543982,3.6275666583603288,1.0,1.0,0.0,0.0,0.0,83,0,954,847,1801,0.052680844000000004
6,1111058000,종로구,교남동,310,121.12243419354833,47.55038709677419,170.96561290322578,1397.8860777419359,12.154838709677419,0.0032258064516129032,307.0,18.928762214983713,22.81916625732899,1.9315960912052117,0.0,0.0,48.53036381759282,4.460266633441316,28.0,1.0,0.0,0.0,0.0,33,0,265,190,455,0.030412406
7,1111060000,종로구,가회동,134,124.47044776119395,57.277164179104474,209.80955223880588,549.4663432835818,6.507462686567164,0.029850746268656716,862.0,23.553781902552213,13.495110506960561,1.2668213457076567,0.0,0.0,20.223255669075506,1.8586531273361575,13.0,0.0,5.0,0.0,0.0,9,0,263,246,509,0.03186029
8,1111061500,종로구,종로1.2.3.4가동,28,386.46750000000003,14.554285714285713,120.39524178571428,6007.31892857143,33.857142857142854,1.9285714285714286,1050.0,3.942171428571429,3.737473206666668,1.0342857142857143,22.0,1.1118181818181818,38.72074507849489,3.55869673560927,68.0,2.0,12.0,1.0,4.0,8,0,138,170,308,0.069166854
9,1111063000,종로구,종로5.6가동,19,160.40999999999997,43.11105263157895,179.46218526315786,1281.0348789473683,17.473684210526315,0.0,883.0,11.454269535673845,12.883925502831254,1.304643261608154,14.0,6.0842857142857145,26.34064291054074,2.4208821330675305,18.0,1.0,1.0,0.0,1.0,43,0,600,692,1292,0.05394121599999999
10,1111064000,종로구,이화동,249,88.33317269076309,55.75876768192773,221.97305228634536,498.37465863453787,7.6305220883534135,0.012048192771084338,734.0,19.27411444141689,15.618516189373304,1.731607629427793,0.0,0.0,37.85786194866683,3.479391976077747,18.0,1.0,5.0,2.0,1.0,27,0,965,1072,2037,0.068562773
11,1111065000,종로구,혜화동,390,239.35750000000004,42.44415017435897,157.11134794871793,791.3884966666658,9.343589743589744,0.08461538461538462,1450.0,33.8017448275862,23.184190573103432,2.5172413793103448,1.0,0.0,90.62997757288811,8.32950411163718,37.0,2.0,4.0,1.0,0.0,17,0,1653,2472,4125,0.129448315
12,1111067000,종로구,창신제1동,305,405.5760983606556,50.46886005901638,203.56620238360662,1290.5303278688523,14.068852459016393,0.013114754098360656,1676.0,14.745214797136036,14.827514096062052,1.5912887828162292,12.0,40.935833333333335,27.321604784450535,2.511039122850735,6.0,0.0,0.0,0.0,0.0,31,0,1129,1059,2188,0.066246821
13,1111068000,종로구,창신제2동,305,405.5760983606556,50.46886005901638,203.56620238360662,1290.5303278688523,14.068852459016393,0.013114754098360656,1676.0,14.745214797136036,14.827514096062052,1.5912887828162292,12.0,40.935833333333335,43.84354597557937,4.029516571143782,6.0,1.0,0.0,0.0,1.0,43,0,1215,1121,2336,0.071744472
14,1111069000,종로구,창신제3동,305,405.5760983606556,50.46886005901638,203.56620238360662,1290.5303278688523,14.068852459016393,0.013114754098360656,1676.0,14.745214797136036,14.827514096062052,1.5912887828162292,12.0,40.935833333333335,32.648772738599554,3.0006416645900824,6.0,0.0,0.0,0.0,1.0,22,0,749,725,1474,0.06730901
15,1111070000,종로구,숭인제1동,256,149.05818632812498,50.14890351562502,204.31865472656236,1432.569226171875,16.21484375,0.00390625,1112.0,13.327176258992806,11.447057510791364,1.6654676258992807,4.0,0.0,29.49243707949165,2.710553202093197,10.0,1.0,0.0,1.0,1.0,8,0,270,288,558,0.081424194
16,1111071000,종로구,숭인제2동,256,149.05818632812498,50.14890351562502,204.31865472656236,1432.569226171875,16.21484375,0.00390625,1112.0,13.327176258992806,11.447057510791364,1.6654676258992807,4.0,0.0,45.355862197856965,4.168508597059557,10.0,2.0,0.0,0.0,0.0,26,0,947,1137,2084,0.092457853
17,1114052000,중구,소공동,4,2272.5125,38.3175,526.5350000000001,44918.808575,191.75,0.0,153.0,3.480392156862745,3.359803921568627,1.0392156862745099,3.0,0.0,7.319819157538778,0.761082114239506,51.0,0.0,5.0,0.0,1.0,33,0,643,742,1385,0.07603206
18,1114054000,중구,회현동,36,595.5819444444445,34.09163888888889,222.9593138888889,13830.456508333333,65.36111111111111,0.0,571.0,10.732697022767075,8.432448686514892,1.12784588441331,0.0,0.0,13.976167021980444,1.453179445710505,46.0,0.0,2.0,1.0,2.0,23,0,410,456,866,0.065690662
19,1114055000,중구,명동,44,342.8434090909092,35.739802272727275,164.6462545454546,7640.420681818181,39.0,0.022727272727272728,826.0,14.976924939467313,10.134326861985468,1.2966101694915255,8.0,0.0,8.877534367418951,0.9230463868264354,44.0,0.0,4.0,0.0,2.0,32,0,598,612,1210,0.072113952
20,1114057000,중구,필동,197,154.20406598984775,49.494414802030455,208.73722172588833,1542.7129441624365,19.14213197969543,0.01015228426395939,1108.0,13.788249097472923,9.618162711191331,1.2490974729241877,38.0,36.626315789473686,11.627574799676541,1.2089833125045946,16.0,0.0,1.0,1.0,1.0,13,0,2057,2051,4108,0.15480856199999998
21,1114058000,중구,장충동,187,122.98018716577535,54.916494117647076,214.63295604278073,757.0235026737969,12.181818181818182,0.0053475935828877,583.0,19.662907375643222,12.32180137221269,1.1801029159519725,4.0,0.0,13.288656913916048,1.381695214290965,9.0,0.0,2.0,0.0,1.0,10,0,1316,972,2288,0.10738759
22,1114059000,중구,광희동,36,344.9190555555554,26.254444444444445,185.35333333333332,6132.153888888888,55.22222222222222,0.0,1037.0,5.917029893924784,5.880294503375119,1.2285438765670202,97.0,34.38381443298969,15.536286113357349,1.6153936631625379,26.0,0.0,0.0,0.0,1.0,34,0,793,906,1699,0.070892097
23,1114060500,중구,을지로동,19,212.13,10.485263157894737,85.4257894736842,2043.9026315789474,42.0,0.0,836.0,1.1641387559808614,1.2773424641148328,0.9784688995215312,84.0,28.258928571428573,4.790935822980225,0.4981401161508491,16.0,0.0,0.0,1.0,2.0,37,0,1172,1113,2285,0.08041527400000001
24,1114061500,중구,신당동,915,211.86195060109327,38.42368245519128,143.2439266251365,2214.5144782513676,22.962841530054646,0.029508196721311476,3487.0,25.157771723544634,20.644117581301995,1.800114711786636,21.0,63.19761904761905,22.13013305888407,2.300992428140851,16.0,0.0,0.0,0.0,1.0,69,3,1172,1025,2197,0.05485369
25,1114062500,중구,다산동,909,205.48571067106744,38.38145153630366,141.73296244444435,2051.113896039605,22.29152915291529,0.0297029702970297,3439.0,25.33226810119225,20.739900554230903,1.8095376562954346,19.0,69.85000000000001,35.95245166507388,3.738175402484746,4.0,0.0,0.0,0.0,0.0,70,1,1246,1229,2475,0.06390230000000001
26,1114063500,중구,약수동,909,205.48571067106744,38.38145153630366,141.73296244444435,2051.113896039605,22.29152915291529,0.0297029702970297,3439.0,25.33226810119225,20.739900554230903,1.8095376562954346,19.0,69.85000000000001,42.257832830993166,4.393780783650666,4.0,0.0,0.0,0.0,2.0,33,0,1782,2080,3862,0.095001476
27,1114064500,중구,청구동,909,205.48571067106744,38.38145153630366,141.73296244444435,2051.113896039605,22.29152915291529,0.0297029702970297,3439.0,25.33226810119225,20.739900554230903,1.8095376562954346,19.0,69.85000000000001,34.505315004043226,3.5877085936925677,4.0,0.0,0.0,0.0,0.0,21,0,1363,828,2191,0.078205311
28,1114065000,중구,신당제5동,909,205.48571067106744,38.38145153630366,141.73296244444435,2051.113896039605,22.29152915291529,0.0297029702970297,3439.0,25.33226810119225,20.739900554230903,1.8095376562954346,19.0,69.85000000000001,26.447504227008746,2.749893405866353,4.0,0.0,0.0,0.0,0.0,32,1,2445,3051,5496,0.15294707
29,1114066500,중구,동화동,909,205.48571067106744,38.38145153630366,141.73296244444435,2051.113896039605,22.29152915291529,0.0297029702970297,3439.0,25.33226810119225,20.739900554230903,1.8095376562954346,19.0,69.85000000000001,26.305675218701758,2.735146658825259,4.0,0.0,0.0,0.0,0.0,33,12,104,101,205,0.031719016
30,1114067000,중구,황학동,42,565.261,39.75417380952381,278.34666666666664,9485.080928571433,64.57142857142857,0.3333333333333333,639.0,20.115602503912367,22.216987242566507,1.0688575899843507,5.0,5.62,32.98365801661398,3.4294934940821875,7.0,0.0,0.0,0.0,1.0,13,0,464,437,901,0.084315927
31,1114068000,중구,중림동,117,179.2174871794871,12.337684615384614,39.6645264957265,1956.4922743589743,21.512820512820515,0.042735042735042736,426.0,8.61117370892019,7.7055633802816885,1.1056338028169015,4.0,57.685,31.000455781812835,3.2232889803719766,27.0,0.0,1.0,1.0,0.0,15,0,1096,1074,2170,0.098946696
32,1117051000,용산구,후암동,423,174.7961702127661,52.66784751773049,169.4415130023639,780.1800000000007,9.373522458628841,0.0,1616.0,55.83788675742569,19.12257026051983,1.6478960396039604,1.0,0.0,34.55933681662197,5.086655635346958,12.0,1.0,0.0,0.0,0.0,50,0,860,788,1648,0.047898622
33,1117052000,용산구,용산2가동,331,130.22058912386717,43.297311178247725,121.26537764350448,455.5769033232629,5.7039274924471295,0.12084592145015106,1056.0,52.472348484848446,20.304490719696975,1.496212121212121,0.0,0.0,21.890969261743873,3.2220474238064574,22.0,2.0,0.0,0.0,1.0,63,0,845,751,1596,0.061434235
34,1117053000,용산구,남영동,81,181.6101234567901,48.13361820987653,172.9882549382716,1625.4795061728394,11.938271604938272,0.0,755.0,50.53025165562915,9.724999072847682,1.3059602649006623,10.0,134.841,15.568083077249124,2.291406167214157,19.0,1.0,1.0,0.0,1.0,64,0,597,591,1188,0.045936122
35,1117055500,용산구,청파동,501,120.86083832335328,49.0407878243513,154.666893213573,486.3936726546909,7.275449101796407,0.0,1949.0,53.23706413545408,25.042582919958964,2.0708055413032325,16.0,83.37000000000002,38.90891010017851,5.726852568857443,13.0,2.0,3.0,0.0,0.0,51,0,985,816,1801,0.05430259900000001
36,1117056000,용산구,원효로제1동,138,380.7142971014492,42.95231884057971,182.93895746376813,5515.439550724637,35.2463768115942,0.007246376811594203,811.0,51.09588779284829,16.127458443896415,1.6707768187422936,25.0,189.30360000000002,31.6181967867885,4.653760566020818,31.0,0.0,0.0,0.0,0.0,27,0,1139,1274,2413,0.072182835
37,1117057000,용산구,원효로제2동,147,260.98003401360563,30.02140340136056,99.80946530612249,2888.4429931972804,27.80952380952381,0.0,618.0,54.05809870550159,24.253973948220064,1.9902912621359223,8.0,333.85374999999993,27.28556989264841,4.016057906277256,36.0,1.0,0.0,0.0,0.0,33,0,485,506,991,0.043075719000000005
38,1117058000,용산구,효창동,224,196.34350937500002,38.17333928571427,135.19833973214284,1503.3333723214278,13.776785714285714,0.0,346.0,60.230361271676244,24.581045086705213,2.213872832369942,0.0,0.0,19.558016318745363,2.878669068559924,3.0,1.0,2.0,1.0,1.0,26,0,1055,1110,2165,0.078385228
39,1117059000,용산구,용문동,193,187.40450777202074,49.28546875346633,167.46576196518143,1568.234559585492,19.352331606217618,0.03626943005181347,519.0,56.61058285163775,23.24913341618498,1.998073217726397,5.0,114.146,23.555481288871135,3.467040536024323,27.0,1.0,0.0,0.0,0.0,54,0,1012,1153,2165,0.072619327
40,1117062500,용산구,한강로동,85,715.013282352941,32.432518141176466,156.76161976470593,12867.821082352943,62.76470588235294,0.011764705882352941,1013.0,45.15237907206314,7.421359624876605,1.1688055281342546,17.0,264.99470588235295,37.54566721823265,5.526202101384892,27.0,1.0,1.0,0.0,3.0,37,1,562,503,1065,0.048393693
41,1117063000,용산구,이촌제1동,279,516.5781580645162,5.854946236559141,42.332795698924755,6023.224215412185,46.39426523297491,0.0,41.0,83.90609756097561,22.720731707317075,1.5365853658536586,0.0,0.0,55.224517243909,8.128283923345913,7.0,0.0,0.0,0.0,0.0,15,0,658,504,1162,0.07295787
42,1117064000,용산구,이촌제2동,279,516.5781580645162,5.854946236559141,42.332795698924755,6023.224215412185,46.39426523297491,0.0,41.0,83.90609756097561,22.720731707317075,1.5365853658536586,0.0,0.0,16.733618082669686,2.4629567740725946,7.0,1.0,0.0,0.0,0.0,36,1,759,658,1417,0.05921685
43,1117065000,용산구,이태원제1동,319,265.124288401254,42.73147335423199,130.86235109717873,1281.7876551724132,9.836990595611285,0.02821316614420063,2118.0,73.26151746931075,30.591981152974498,1.9480642115203022,1.0,259.21,17.234478036533776,2.5366764209616814,23.0,1.0,0.0,0.0,1.0,28,0,679,536,1215,0.080913692
44,1117066000,용산구,이태원제2동,319,265.124288401254,42.73147335423199,130.86235109717873,1281.7876551724132,9.836990595611285,0.02821316614420063,2118.0,73.26151746931075,30.591981152974498,1.9480642115203022,1.0,259.21,20.384623535836848,3.000334200079882,23.0,1.0,0.0,0.0,0.0,103,2,1431,1367,2798,0.059595314
45,1117068500,용산구,한남동,566,313.21589717314504,38.14283798586574,116.64903215547702,2259.4221888692587,11.346289752650177,0.0017667844522968198,1636.0,83.55346577017107,21.19687756680929,1.821515892420538,2.0,112.88,45.132000880331915,6.642805324377858,16.0,1.0,2.0,0.0,1.0,48,0,2645,2659,5304,0.144204888
46,1117069000,용산구,서빙고동,256,251.33526562499986,28.55035156249999,77.89618324218748,2067.756193749999,13.9921875,0.0,678.0,67.03546755162238,23.094062094395284,1.7138643067846608,5.0,296.31,26.63030950187886,3.9196126539561953,29.0,1.0,0.0,1.0,0.0,18,0,787,637,1424,0.082345458
47,1117070000,용산구,보광동,172,130.28741279069763,44.985591279069794,113.98102848837216,765.4359011627904,8.761627906976743,0.005813953488372093,2054.0,57.37199367088608,28.32348207059398,1.804284323271665,0.0,0.0,30.17022195776037,4.440638729713648,12.0,2.0,0.0,0.0,0.0,40,0,441,392,833,0.046692825
48,1120052000,성동구,왕십리제2동,217,316.1535115207373,5.184861751152073,22.635976036866353,6302.611898617519,48.23963133640553,0.0,749.0,23.19252336448598,22.026991511348456,2.2082777036048062,8.0,20.095,50.24800968341911,8.635471098995902,8.0,1.0,0.0,0.0,1.0,31,0,794,854,1648,0.057999577999999996
49,1120053500,성동구,왕십리도선동,294,317.11378231292514,10.907344897959177,46.596068707482985,5707.753748299324,44.224489795918366,0.0,1303.0,25.213867996930155,23.011068060629313,2.0775134305448963,13.0,67.03615384615385,79.09767066534143,13.593486654135955,27.0,2.0,0.0,0.0,0.0,13,0,763,687,1450,0.089666687
50,1120054000,성동구,마장동,171,296.2698105263158,25.824562610526304,90.77394387368425,2973.9180116959064,30.98830409356725,0.005847953216374269,1151.0,28.5757732406603,24.960940660295368,1.9079061685490877,12.0,115.4325,67.55951267996497,11.610573690097786,7.0,1.0,1.0,0.0,1.0,27,0,1371,839,2210,0.134994808
51,1120055000,성동구,사근동,492,507.73444512195215,25.154735772357714,84.96101626016267,3309.4663231707273,30.53048780487805,0.0020325203252032522,1583.0,32.76910296904612,26.340934617814284,2.241945672773215,9.0,0.0,38.42545046596534,6.603681798649176,44.0,1.0,2.0,0.0,2.0,31,0,1464,1101,2565,0.083477072
52,1120056000,성동구,행당제1동,421,571.9016627078395,23.607862232779087,80.30311163895483,3666.1109026128224,32.527315914489314,0.0023752969121140144,963.0,35.17327102803737,27.610676220145386,2.3447559709241954,7.0,0.0,42.16817068010273,7.2468943844697895,33.0,2.0,0.0,0.0,1.0,36,0,122,113,235,0.028422835
53,1120057000,성동구,행당제2동,421,571.9016627078395,23.607862232779087,80.30311163895483,3666.1109026128224,32.527315914489314,0.0023752969121140144,963.0,35.17327102803737,27.610676220145386,2.3447559709241954,7.0,0.0,69.51050513201531,11.945865357174489,33.0,1.0,0.0,0.0,1.0,29,1,547,371,918,0.048793452
54,1120058000,성동구,응봉동,286,154.4825734265734,39.934615384615405,140.20083916083917,1920.280944055944,18.89160839160839,0.0,242.0,15.98520661157025,11.429545454545451,1.6363636363636365,1.0,0.0,45.36768454097247,7.796753167941059,24.0,1.0,0.0,0.0,0.0,17,0,1306,699,2005,0.10904443400000001
55,1120059000,성동구,금호1가동,241,184.79488381742738,33.711767219917014,116.64392033195028,2831.3317593360975,25.116182572614107,0.012448132780082987,109.0,16.28045871559633,16.88321100917431,1.4311926605504588,1.0,0.0,45.296584232953144,7.78453408386392,29.0,2.0,1.0,0.0,0.0,31,0,1087,934,2021,0.06190082400000001
56,1120061500,성동구,금호2.3가동,325,195.52356769230767,35.97714092307688,126.29298492307687,8875.082446769231,20.32923076923077,0.0,883.0,25.581970554926396,24.289651040770124,1.8674971687429218,1.0,0.0,68.0543708237795,11.695618515274676,17.0,1.0,0.0,1.0,1.0,14,0,214,235,449,0.032893773
57,1120062000,성동구,금호4가동,174,234.48894252873563,15.68265287356322,42.513404597701154,3468.434977586207,27.942528735632184,0.0,413.0,21.388644067796605,21.017921791767538,1.5205811138014529,0.0,0.0,42.705689008728854,7.339270660092963,14.0,2.0,0.0,0.0,1.0,21,0,1338,1063,2401,0.062944029
58,1120064500,성동구,옥수동,215,320.8883674418602,8.536186046511629,40.31260465116279,5930.772069767441,47.40930232558139,0.6930232558139535,183.0,26.418087431693994,18.184367748633875,1.6939890710382515,0.0,0.0,77.1552102502534,13.259661277148508,45.0,0.0,0.0,0.0,1.0,250,1,374,390,764,0.031945141
59,1120065000,성동구,성수1가제1동,250,292.97542319999997,28.424719999999983,110.39009816000004,3523.8329664,29.208,0.004,1391.0,37.68646297627604,30.19743871099929,2.419841840402588,90.0,377.2372222222222,48.456281921332064,8.327550180251992,27.0,2.0,1.0,1.0,0.0,149,2,618,566,1184,0.054185163
60,1120066000,성동구,성수1가제2동,250,292.97542319999997,28.424719999999983,110.39009816000004,3523.8329664,29.208,0.004,1391.0,37.68646297627604,30.19743871099929,2.419841840402588,90.0,377.2372222222222,40.2797464991094,6.922355511380969,27.0,1.0,0.0,0.0,1.0,18,0,289,234,523,0.043416902
61,1120067000,성동구,성수2가제1동,263,198.47425665399243,24.966019391634983,103.80900988593154,2747.707719771864,21.745247148288975,0.311787072243346,1357.0,31.98355563743552,25.917004478997807,2.481208548268239,362.0,360.924132596685,49.96076443902103,8.58610599932426,24.0,1.0,0.0,0.0,0.0,28,0,335,375,710,0.047472586
62,1120069000,성동구,성수2가제3동,263,198.47425665399243,24.966019391634983,103.80900988593154,2747.707719771864,21.745247148288975,0.311787072243346,1357.0,31.98355563743552,25.917004478997807,2.481208548268239,362.0,360.924132596685,33.03320310577955,5.67698646223893,24.0,1.0,0.0,1.0,1.0,51,0,1392,963,2355,0.0794454
