"특성별(1)",특성별(2),2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018,2018
"특성별(1)",특성별(2),사례수 (명),학교(수업) (%),학교(초등돌봄 방과후 학교) (%),교과목 관련 학원 (%),태권도 도장 (%),예체능 관련 학원 (%),지역 아동센터 방과후 아카데미 (%),도서관 등 공공시설 (%),동네 독서실 공부방 등 (%),동네 주변 놀이터 공원 등 (%),분식점 매점 식당 등 (%),집 (%),기타 (%)
"전체",소계,8470,0.3,0.7,26.7,3.6,5.1,1.0,0.4,1.0,1.5,0.5,56.3,3.0
"성별",남자,4279,0.3,0.8,25.5,4.8,4.8,0.9,0.3,0.8,1.6,0.5,56.0,3.6
"성별",여자,4191,0.2,0.6,28.1,2.4,5.4,1.1,0.4,1.2,1.3,0.4,56.6,2.2
"교급별",초등1년~초등3년,2789,0.1,0.3,4.2,5.1,4.7,1.3,0.3,0.3,1.0,0.3,80.2,2.4
"교급별",초등4년~초등6년,2992,0.2,0.4,22.4,4.8,6.8,1.1,0.6,1.2,2.5,0.6,56.5,2.8
"교급별",중등1년~중등3년,2689,0.6,1.3,53.4,0.8,3.7,0.6,0.4,1.3,0.9,0.5,32.8,3.6
"지역별",서울,1293,0.4,0.5,32.3,3.2,6.3,0.9,0.5,0.6,1.2,0.1,50.0,3.8
"지역별",인천/경기,2522,0.1,0.5,25.5,3.7,6.2,1.0,0.2,1.0,2.0,0.4,56.6,2.9
"지역별",대전/충청/세종/강원,1308,0.5,0.5,22.0,3.3,4.9,1.8,0.6,0.8,1.4,0.8,60.3,3.1
"지역별",광주/전라/제주,1229,0.4,0.6,24.7,3.5,4.1,0.9,0.5,1.0,1.5,0.7,59.4,2.8
"지역별",부산/울산/경남,1215,0.2,1.4,24.4,4.3,4.5,0.4,0.4,0.9,1.5,0.6,58.8,2.6
"지역별",대구/경북,903,0.1,0.4,30.5,3.8,2.9,0.9,0.6,1.7,0.6,0.7,55.5,2.5
"지역형태별",동부,6713,0.2,0.6,28.2,3.4,5.5,0.9,0.4,0.9,1.6,0.4,55.0,3.0
"지역형태별",읍면부,1757,0.5,1.0,19.0,4.7,3.5,1.4,0.6,1.2,1.2,0.7,63.7,2.6
