행정동코드,행정동,0509세,1014세,0514세,시군구명,키움센터_상시돌봄정원,키움센터_일시돌봄정원,키움센터_개수,초등돌봄교실_이용인원,초등돌봄교실_교실개수,지역아동센터_정원,지역아동센터_개수,방과후아카데미_정원,방과후아카데미_개수,총시설수,tfidf,돌봄교실이용비율,tfidf*이용비율,행정동별0514세/전체0514세,tfidf*이용비율*인구비율,정원 및 이용비율,tfidf*정원 및 이용비율*인구비율
1154567000,시흥제1동,1071,1045,2116,금천구,0.0,0.0,0.0,169.0,8.0,115.0,4.0,0.0,0.0,12.0,0.6943397726162132,0.0038691361981730353,0.0026864951480606246,0.0029016351180126266,7.795228665983239e-06,116.00005840098113,0.23370771515617203
1138056000,구산동,1132,1264,2396,은평구,0.0,0.0,0.0,182.0,8.0,108.0,3.0,0.0,0.0,11.0,0.6409290208765044,0.004166762059570961,0.002670598727066183,0.003285594396388589,8.77450421265115e-06,109.00005840098113,0.2295358981254404
1126056500,면목본동,900,877,1777,중랑구,0.0,0.0,0.0,245.0,10.0,116.0,4.0,0.0,0.0,14.0,0.8011612760956306,0.00560910277249937,0.004493795934967135,0.0024367701345503015,1.0950347725091463e-05,117.00005840098113,0.22841288086719502
1159053000,상도제1동,1719,1565,3284,동작구,0.0,0.0,0.0,252.0,11.0,64.0,2.0,0.0,0.0,13.0,0.7477505243559218,0.005769362851713638,0.004314044097568449,0.004503293822095211,1.9427408132826308e-05,65.00005840098113,0.21887731724800932
1159060500,흑석동,1311,1002,2313,동작구,0.0,0.0,0.0,216.0,10.0,84.0,4.0,0.0,0.0,14.0,0.8011612760956306,0.0049451681586116895,0.003961877232460821,0.003171777896012857,1.2566194632635825e-05,85.00005840098113,0.21599412666929563
1135058000,월계3동,1262,1063,2325,노원구,24.0,4.0,1.0,198.0,9.0,64.0,2.0,0.0,0.0,12.0,0.6943397726162132,0.004533070812060716,0.0031474913568994302,0.0031882332936575414,1.0034936735566115e-05,93.00005840098113,0.2058758270386577
1135061900,중계본동,1238,2121,3359,노원구,40.0,8.0,1.0,106.0,4.0,54.0,2.0,0.0,0.0,7.0,0.4272860139176696,0.0024267954852446256,0.001036935769483573,0.004606140057374486,4.7762713847427216e-06,103.00005840098113,0.20271845508145292
1129070500,종암동,1666,1788,3454,성북구,0.0,0.0,0.0,156.0,7.0,79.0,2.0,0.0,0.0,9.0,0.5341075173970871,0.0035715103367751095,0.001907570519332988,0.004736411955394902,9.035039813527626e-06,80.00005840098113,0.202380406209339
1135070000,상계8동,1206,1028,2234,노원구,48.0,10.0,2.0,243.0,11.0,23.0,1.0,0.0,0.0,14.0,0.8011612760956306,0.005563314178438151,0.0044571118865184235,0.0030634465281853536,1.3654123934488536e-05,82.00005840098113,0.2012539511756682
1138055200,갈현제2동,955,1062,2017,은평구,20.0,4.0,1.0,96.0,5.0,109.0,3.0,0.0,0.0,9.0,0.5341075173970871,0.002197852514938529,0.001173889550358762,0.002765878087443983,3.24683538441677e-06,134.00005840098115,0.1979551076212171
1132066000,쌍문제1동,716,708,1424,도봉구,0.0,0.0,0.0,281.0,13.0,110.0,3.0,0.0,0.0,16.0,0.9079827795750479,0.006433297465601319,0.0058413233146497965,0.0019527071871691779,1.1406394019095543e-05,111.00005840098113,0.19680582299109717
1150051000,염창동,2436,2335,4771,강서구,25.0,5.0,1.0,202.0,8.0,19.0,1.0,0.0,0.0,10.0,0.5875182691367957,0.004624648000183154,0.0027170651884345504,0.0065423918468989805,1.7776105136307243e-05,50.00005840098114,0.1921889611754544
1153076000,개봉제3동,730,719,1449,구로구,20.0,4.0,1.0,220.0,11.0,88.0,3.0,0.0,0.0,15.0,0.8545720278353393,0.005036745346734129,0.004304261684648794,0.001986989265595603,8.5525217637116e-06,113.00005840098113,0.19187697456289274
1162076500,미성동,1083,1114,2197,관악구,0.0,0.0,0.0,187.0,9.0,98.0,2.0,0.0,0.0,11.0,0.6409290208765044,0.0042812335447240096,0.0027439668239636057,0.0030127090521142445,8.266773689256328e-06,99.00005840098113,0.19116244640114108
1156060500,문래동,1752,1574,3326,영등포구,25.0,5.0,1.0,280.0,12.0,0.0,0.0,20.0,1.0,14.0,0.8011612760956306,0.006410403168570709,0.0051357667828195825,0.004560887713851605,2.342365562096902e-05,51.00005840098114,0.18635455106644175
1159054000,상도제2동,1205,938,2143,동작구,0.0,0.0,0.0,134.0,6.0,106.0,3.0,0.0,0.0,9.0,0.5341075173970871,0.0030678358021016964,0.0016385541640424382,0.0029386597627131658,4.815153190897621e-06,107.00005840098113,0.167943040589966
1150062000,공항동,1339,818,2157,강서구,0.0,0.0,0.0,305.0,14.0,57.0,3.0,0.0,0.0,17.0,0.9613935313147567,0.006982760594335951,0.006713180866114169,0.002957857726631964,1.9856633895113657e-05,58.00005840098114,0.16493275259897652
1154562000,독산제2동,526,559,1085,금천구,0.0,0.0,0.0,157.0,9.0,146.0,4.0,0.0,0.0,13.0,0.7477505243559218,0.003594404633805719,0.0026877179496755817,0.0014878422037068527,3.998900197187781e-06,147.00005840098115,0.16354267880628157
1135066500,상계3.4동,894,898,1792,노원구,32.0,6.0,1.0,114.0,6.0,84.0,2.0,0.0,0.0,9.0,0.5341075173970871,0.002609949861489503,0.0013939938410510297,0.0024573393816061566,3.425515963331128e-06,123.00005840098113,0.1614355393412666
1147064000,신정3동,2214,2523,4737,양천구,25.0,5.0,1.0,328.0,13.0,0.0,0.0,0.0,0.0,14.0,0.8011612760956306,0.007509329426039974,0.006016183945588655,0.006495768220239042,3.907973648086711e-05,31.000058400981136,0.16132920058092343
1162056500,성현동,1278,1439,2717,관악구,0.0,0.0,0.0,248.0,10.0,59.0,2.0,0.0,0.0,12.0,0.6943397726162132,0.0056777856635912,0.003942312406621508,0.003725776283383888,1.4688174066280474e-05,60.00005840098114,0.1552174305261091
1159068000,신대방제2동,857,865,1722,동작구,0.0,0.0,0.0,214.0,9.0,53.0,2.0,40.0,1.0,12.0,0.6943397726162132,0.00489937956455047,0.003401834092810495,0.002361349562012166,8.032919445096116e-06,94.00005840098113,0.15412051404078012
1150054000,화곡제1동,1310,1142,2452,강서구,0.0,0.0,0.0,192.0,9.0,63.0,3.0,0.0,0.0,12.0,0.6943397726162132,0.004395705029877058,0.003052112830932781,0.003362386252063781,1.026238222247585e-05,64.00005840098115,0.14941700071035355
1129071500,월곡제1동,1287,1316,2603,성북구,0.0,0.0,0.0,176.0,9.0,64.0,2.0,0.0,0.0,11.0,0.6409290208765044,0.0040293962773873026,0.0025825570107892754,0.003569450005759389,9.21830813703573e-06,65.00005840098113,0.14870479992950275
1138051000,녹번동,1342,1068,2410,은평구,0.0,0.0,0.0,175.0,9.0,68.0,2.0,0.0,0.0,11.0,0.6409290208765044,0.004006501980356693,0.0025678833914097913,0.0033047923603073868,8.4863214140913e-06,69.00005840098113,0.14615159958804397
1153072000,고척제1동,790,904,1694,구로구,20.0,4.0,1.0,210.0,11.0,52.0,2.0,0.0,0.0,14.0,0.8011612760956306,0.004807802376428032,0.003851825087114687,0.0023229536341745696,8.947611084317841e-06,77.00005840098113,0.14330176702346265
1162060500,은천동,1327,1364,2691,관악구,0.0,0.0,0.0,152.0,7.0,70.0,2.0,0.0,0.0,9.0,0.5341075173970871,0.0034799331486526706,0.0018586584547347063,0.0036901229218204057,6.858678167651834e-06,71.00005840098113,0.1399356049829158
1135057000,월계2동,1018,978,1996,노원구,28.0,4.0,1.0,124.0,7.0,54.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.0028388928317956,0.0016679014028014073,0.002737081141565786,4.565181475598852e-06,87.00005840098113,0.13990350411958546
1150061100,발산제1동,2397,2451,4848,강서구,0.0,0.0,0.0,276.0,13.0,25.0,1.0,0.0,0.0,14.0,0.8011612760956306,0.0063188259804482705,0.00506239868592216,0.0066479806484523694,3.365472849876123e-05,26.000058400981136,0.13847903220383986
1174057000,암사제1동,1239,1214,2453,강동구,20.0,4.0,1.0,97.0,4.0,71.0,2.0,0.0,0.0,7.0,0.4272860139176696,0.0022207468119691386,0.0009488940532066658,0.0033637575352008383,3.191849521581187e-06,96.00005840098113,0.13797959264308782
1147052000,목2동,931,1143,2074,양천구,0.0,0.0,0.0,73.0,3.0,112.0,4.0,0.0,0.0,7.0,0.4272860139176696,0.0016712836832345063,0.0007141161431349134,0.0028440412262562323,2.03097575141079e-06,113.00005840098113,0.13731982237523793
1130554500,송중동,878,977,1855,강북구,0.0,0.0,0.0,137.0,6.0,90.0,4.0,0.0,0.0,10.0,0.5875182691367957,0.0031365186931935256,0.0018427620337402647,0.002543730219240748,4.68748947209465e-06,91.00005840098113,0.1359984930554591
1138063200,신사제2동,671,785,1456,은평구,0.0,0.0,0.0,188.0,8.0,105.0,3.0,0.0,0.0,11.0,0.6409290208765044,0.004304127841754619,0.00275864044334309,0.001996588247555002,5.507869088408734e-06,106.00005840098113,0.1356452378975525
1159056000,상도제4동,967,886,1853,동작구,0.0,0.0,0.0,99.0,4.0,110.0,4.0,0.0,0.0,8.0,0.48069676565737834,0.002266535406030358,0.0010895162389267259,0.002540987652966634,2.7684473108194556e-06,111.00005840098113,0.13558041597911963
1144070000,망원제2동,714,747,1461,마포구,0.0,0.0,0.0,257.0,11.0,68.0,2.0,10.0,1.0,14.0,0.8011612760956306,0.005883834336866687,0.004713900225659403,0.0020034446632402874,9.444038250144517e-06,79.00005840098113,0.1268015940944771
1156056000,당산제2동,1350,1113,2463,영등포구,0.0,0.0,0.0,182.0,8.0,62.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.004166762059570961,0.0024480488331440012,0.0033774703665714082,8.268212389863578e-06,63.00005840098114,0.1250126251477764
1126065500,망우본동,792,845,1637,중랑구,0.0,0.0,0.0,103.0,5.0,83.0,3.0,20.0,1.0,9.0,0.5341075173970871,0.0023581125941527967,0.0012594856634057549,0.0022447904953623206,2.8272814462583453e-06,104.00005840098113,0.1246918557900827
1120054000,마장동,660,749,1409,성동구,62.0,12.0,3.0,119.0,6.0,32.0,1.0,0.0,0.0,10.0,0.5875182691367957,0.0027244213466425513,0.0016006473139787698,0.001932137940113323,3.0926714040788635e-06,107.00005840098113,0.12146286449388163
1138052000,불광제1동,1371,1219,2590,은평구,0.0,0.0,0.0,189.0,8.0,54.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.004327022138785229,0.0025422045574956934,0.003551623324977648,9.028953003266185e-06,55.00005840098114,0.11476551923045351
1174060000,천호제1동,786,769,1555,강동구,0.0,0.0,0.0,119.0,5.0,109.0,3.0,0.0,0.0,8.0,0.48069676565737834,0.0027244213466425513,0.0013096205296189937,0.002132345278123646,2.7925631524668497e-06,110.00005840098113,0.11275132249214616
1123057000,전농제2동,761,832,1593,동대문구,0.0,0.0,0.0,232.0,11.0,68.0,2.0,0.0,0.0,13.0,0.7477505243559218,0.005311476911101445,0.003971659645380477,0.0021844540373318123,8.675907947259217e-06,69.00005840098113,0.11270653437111192
1123066000,장안제2동,1630,1480,3110,동대문구,20.0,4.0,1.0,103.0,6.0,29.0,1.0,0.0,0.0,8.0,0.48069676565737834,0.0023581125941527967,0.0011335370970651795,0.004264690556247292,4.834184953009841e-06,54.00005840098114,0.11070135939690454
1171054000,마천1동,682,786,1468,송파구,0.0,0.0,0.0,89.0,4.0,126.0,3.0,0.0,0.0,7.0,0.4272860139176696,0.002037592435724261,0.0008706347498494149,0.002013043645199686,1.7526257504743831e-06,127.00005840098113,0.10923851539829302
1174055000,고덕제1동,2060,2035,4095,강동구,0.0,0.0,0.0,188.0,10.0,29.0,1.0,0.0,0.0,11.0,0.6409290208765044,0.004304127841754619,0.00275864044334309,0.005615404446248444,1.5490881811149564e-05,30.000058400981136,0.10797248039633804
1162052500,보라매동,672,676,1348,관악구,0.0,0.0,0.0,110.0,5.0,134.0,2.0,0.0,0.0,7.0,0.4272860139176696,0.0025183726733670644,0.0010760654211621984,0.0018484896687528455,1.9890958139205034e-06,135.00005840098115,0.1066276067415364
1138060000,응암제3동,569,667,1236,은평구,0.0,0.0,0.0,138.0,8.0,97.0,3.0,0.0,0.0,11.0,0.6409290208765044,0.0031594129902241352,0.002024959474368864,0.0016949059574024607,3.4321158766063427e-06,98.00005840098113,0.1064588761858876
1162059500,청룡동,649,666,1315,관악구,0.0,0.0,0.0,212.0,9.0,89.0,2.0,0.0,0.0,11.0,0.6409290208765044,0.004853590970489251,0.0031108073084507182,0.0018032373252299641,5.609523850196497e-06,90.00005840098113,0.10401730949085121
1135067000,상계5동,702,869,1571,노원구,53.0,10.0,2.0,105.0,5.0,35.0,1.0,0.0,0.0,8.0,0.48069676565737834,0.002403901188214016,0.0011555475261344063,0.002154285808316558,2.4893796363866583e-06,99.00005840098113,0.10252032429319276
1159066000,대방동,1534,1953,3487,동작구,0.0,0.0,0.0,361.0,17.0,20.0,1.0,0.0,0.0,18.0,1.0148042830544655,0.008264841228050093,0.008387196276990362,0.0047816642989177835,4.0104757005700964e-05,21.000058400981136,0.10190180501211839
1117051000,후암동,565,580,1145,용산구,0.0,0.0,0.0,129.0,7.0,109.0,3.0,0.0,0.0,10.0,0.5875182691367957,0.0029533643169486483,0.0017351554916240448,0.001570119191930273,2.7244009383821206e-06,110.00005840098113,0.10147216197131695
1147068000,신정7동,1272,1674,2946,양천구,0.0,0.0,0.0,232.0,11.0,35.0,1.0,0.0,0.0,12.0,0.6943397726162132,0.005311476911101445,0.0036879696707104435,0.004039800121769943,1.4898660324819906e-05,36.00005840098114,0.10097994414112466
1150059000,화곡본동,1345,1186,2531,강서구,0.0,0.0,0.0,180.0,8.0,48.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.004120973465509742,0.0024211471976149463,0.0034707176198912845,8.4031182391126e-06,49.00005840098114,0.09991650951237939
1154563000,독산제3동,575,607,1182,금천구,0.0,0.0,0.0,141.0,7.0,102.0,3.0,0.0,0.0,10.0,0.5875182691367957,0.003228095881315964,0.0018965653047983743,0.0016208566680013822,3.074060520582519e-06,103.00005840098113,0.09808519473686553
1147057000,신월2동,849,888,1737,양천구,0.0,0.0,0.0,122.0,5.0,84.0,3.0,0.0,0.0,8.0,0.48069676565737834,0.00279310423773438,0.0013426361732228338,0.002381918809068021,3.1980503547345775e-06,85.00005840098113,0.0973234236120795
1138059000,응암제2동,1637,1146,2783,은평구,20.0,4.0,1.0,79.0,4.0,0.0,0.0,40.0,1.0,6.0,0.3738752621779609,0.0018086494654181644,0.000676209293071245,0.0038162809704296503,2.5806046571754787e-06,65.00005840098113,0.09274293147095158
1135060000,공릉2동,1781,2097,3878,노원구,20.0,4.0,1.0,225.0,11.0,0.0,0.0,0.0,0.0,12.0,0.6943397726162132,0.005151216831887177,0.0035766947237493526,0.005317836005507073,1.9020275982661482e-05,25.000058400981136,0.09230984171076154
1153056000,구로제5동,898,754,1652,구로구,20.0,4.0,1.0,149.0,7.0,44.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.003411250257560842,0.0020041718469145943,0.0022653597424181753,4.540170218888204e-06,69.00005840098113,0.09183495393201711
1138058000,응암제1동,946,1093,2039,은평구,40.0,8.0,1.0,145.0,6.0,19.0,1.0,0.0,0.0,8.0,0.48069676565737834,0.003319673069438403,0.001595756107518942,0.0027960463164592372,4.461807986395668e-06,68.00005840098113,0.09139550711847563
1132051200,창제2동,1032,1017,2049,도봉구,0.0,0.0,0.0,119.0,5.0,74.0,2.0,0.0,0.0,7.0,0.4272860139176696,0.0027244213466425513,0.0011641071374391054,0.002809759147829807,3.270860678473497e-06,75.00005840098113,0.09004287909037982
1159067000,신대방제1동,981,1245,2226,동작구,30.0,6.0,1.0,85.0,5.0,32.0,1.0,0.0,0.0,7.0,0.4272860139176696,0.0019460152476018224,0.0008315050981707896,0.0030524762630888976,2.538149574803739e-06,69.00005840098113,0.08999542480857146
1132051100,창제1동,978,1069,2047,도봉구,20.0,4.0,1.0,121.0,5.0,49.0,1.0,0.0,0.0,7.0,0.4272860139176696,0.0027702099407037706,0.001183671963278418,0.002807016581555693,3.322586828045101e-06,74.00005840098113,0.08875559057997047
1129077000,장위제2동,332,387,719,성북구,0.0,0.0,0.0,145.0,8.0,128.0,4.0,0.0,0.0,12.0,0.6943397726162132,0.003319673069438403,0.002304981044194027,0.0009859525755439881,2.272601997103172e-06,129.00005840098115,0.08831164521815131
1121583000,자양제2동,963,873,1836,광진구,20.0,4.0,1.0,178.0,9.0,29.0,1.0,0.0,0.0,11.0,0.6409290208765044,0.004075184871448522,0.0026119042495482444,0.002517675839636665,6.575928224531949e-06,54.00005840098114,0.08713727582110041
1132051400,창제4동,1084,1243,2327,도봉구,0.0,0.0,0.0,164.0,7.0,29.0,1.0,20.0,1.0,9.0,0.5341075173970871,0.003754664713019987,0.0020053946485295514,0.0031909758599316554,6.399165913093925e-06,50.00005840098114,0.08521630926531172
1130566000,인수동,999,1024,2023,강북구,0.0,0.0,0.0,170.0,8.0,49.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.003892030495203645,0.0022866390199696713,0.0027741057862663253,6.343378536400225e-06,50.00005840098114,0.08149198668160643
1156062000,양평제2동,777,714,1491,영등포구,0.0,0.0,0.0,159.0,8.0,66.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.0036401932278669383,0.002138680024559869,0.0020445831573519973,4.372709157180264e-06,67.00005840098113,0.08048247731982534
1153054000,구로제3동,775,730,1505,구로구,30.0,6.0,1.0,244.0,10.0,19.0,1.0,0.0,0.0,12.0,0.6943397726162132,0.00558620847546876,0.003878726722643742,0.0020637811212707957,8.004842984760701e-06,56.00005840098114,0.08024614129705697
1130553400,삼양동,773,863,1636,강북구,0.0,0.0,0.0,140.0,8.0,59.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.0032052015842853544,0.0018831144870338468,0.0022434192122252634,4.224615219031453e-06,60.00005840098114,0.07908306332628913
1121582000,자양제1동,582,679,1261,광진구,0.0,0.0,0.0,63.0,3.0,102.0,4.0,0.0,0.0,7.0,0.4272860139176696,0.0014423407129284095,0.0006162920139383499,0.0017291880358288859,1.0656847770790836e-06,103.00005840098113,0.0761024030537994
1135056000,월계1동,725,798,1523,노원구,40.0,8.0,2.0,66.0,4.0,35.0,1.0,0.0,0.0,7.0,0.4272860139176696,0.0015110236040202386,0.000645639252697319,0.0020884642177378216,1.348394476825338e-06,84.00005840098113,0.07495926238315184
1156054000,여의동,1718,1530,3248,영등포구,25.0,5.0,1.0,223.0,8.0,0.0,0.0,0.0,0.0,9.0,0.5341075173970871,0.005105428237825957,0.002726847601354207,0.004453927629161159,1.2145181872183336e-05,31.000058400981136,0.07374530201771012
1171052000,풍납2동,1089,1012,2101,송파구,0.0,0.0,0.0,109.0,5.0,57.0,2.0,0.0,0.0,7.0,0.4272860139176696,0.0024954783763364544,0.0010662830082425417,0.0028810658709567715,3.0720315838287047e-06,58.00005840098114,0.07140034270034505
1121577000,중곡제4동,821,817,1638,광진구,0.0,0.0,0.0,57.0,3.0,84.0,3.0,0.0,0.0,6.0,0.3738752621779609,0.0013049749307447514,0.00048789784436786035,0.0022461617784993774,1.0958974898313256e-06,85.00005840098113,0.07138171656982688
1132051500,창제5동,879,877,1756,도봉구,0.0,0.0,0.0,180.0,9.0,49.0,1.0,0.0,0.0,10.0,0.5875182691367957,0.004120973465509742,0.0024211471976149463,0.0024079731886721043,5.830057537685392e-06,50.00005840098114,0.07073649461833953
1174070000,둔촌제2동,1057,992,2049,강동구,0.0,0.0,0.0,153.0,7.0,50.0,1.0,0.0,0.0,8.0,0.48069676565737834,0.0035028274456832802,0.001683797823795849,0.002809759147829807,4.731066338506308e-06,51.00005840098114,0.06888282774536485
1165062100,방배4동,1000,1235,2235,서초구,0.0,0.0,0.0,84.0,4.0,58.0,2.0,0.0,0.0,6.0,0.3738752621779609,0.0019231209505712126,0.0007190073495947415,0.003064817811322411,2.203626531509683e-06,59.00005840098114,0.06760578112073791
1120065000,성수1가제1동,515,512,1027,성동구,20.0,4.0,1.0,209.0,9.0,49.0,1.0,0.0,0.0,11.0,0.6409290208765044,0.004784908079397422,0.0030667864503122646,0.0014083077817575462,4.318979222963364e-06,74.00005840098113,0.06679432696064705
1132052100,도봉제1동,525,532,1057,도봉구,20.0,4.0,1.0,163.0,7.0,53.0,2.0,0.0,0.0,10.0,0.5875182691367957,0.003731770415989377,0.002192483295617979,0.0014494462758692563,3.1778867477390337e-06,78.00005840098113,0.06642299077491111
1153073000,고척제2동,1158,1099,2257,구로구,0.0,0.0,1.0,170.0,9.0,32.0,1.0,0.0,0.0,11.0,0.6409290208765044,0.003892030495203645,0.0024945152945123686,0.0030949860403376647,7.720490013924579e-06,33.00005840098114,0.06546110613924468
1126054000,면목제4동,613,560,1173,중랑구,0.0,0.0,0.0,125.0,6.0,23.0,1.0,60.0,1.0,8.0,0.48069676565737834,0.0028617871288262094,0.001375651816826674,0.0016085151197678693,2.2127567469018447e-06,84.00005840098113,0.06494951846511278
1141052000,천연동,677,735,1412,서대문구,0.0,0.0,0.0,81.0,3.0,88.0,3.0,0.0,0.0,6.0,0.3738752621779609,0.0018544380594793836,0.0006933285156806436,0.001936251789524494,1.3424585792150073e-06,89.00005840098113,0.06442862372258279
1129055500,삼선동,739,867,1606,성북구,0.0,0.0,0.0,75.0,4.0,77.0,2.0,0.0,0.0,6.0,0.3738752621779609,0.0017170722772957257,0.0006419708478524478,0.002202280718113553,1.4138000198164554e-06,78.00005840098113,0.06422355399428491
1135071000,상계9동,870,977,1847,노원구,42.0,8.0,2.0,134.0,6.0,0.0,0.0,0.0,0.0,8.0,0.48069676565737834,0.0030678358021016964,0.0014746987476381944,0.002532759954144292,3.7350579324447583e-06,51.00005840098114,0.062092036527910635
1141071000,북가좌제1동,806,1053,1859,서대문구,20.0,4.0,1.0,84.0,4.0,40.0,1.0,0.0,0.0,6.0,0.3738752621779609,0.0019231209505712126,0.0007190073495947415,0.002549215351788976,1.8329045736360182e-06,65.00005840098113,0.061950811931189
1135062500,중계2.3동,1291,1384,2675,노원구,21.0,4.0,1.0,201.0,10.0,0.0,0.0,0.0,0.0,11.0,0.6409290208765044,0.004601753703152545,0.0029493974952763888,0.0036681823916274938,1.0818927958083083e-05,26.000058400981136,0.061127295568526675
